date,pm25,pm10,co,no2,so2,o3,AQI,tempmax,tempmin,temp,humidity,dew,windspeed,winddir,windgust,precip,cloudcover,visibility,sealevelpressure
2013-12-31,128.0,196.0,19.0,11.0,9.0,30.0,196.0,16.9,8.5,13.3,86.7,11.1,17.0,123.7,26.3,0.5,95.3,2.2,1019.4
2014-01-01,311.0,181.0,22.0,14.0,5.0,42.0,311.0,17.8,7.8,12.6,87.9,10.5,14.7,282.2,26.3,0.0,53.4,1.1,1020.4
2014-01-02,262.0,188.0,28.0,13.0,7.0,48.0,262.0,17.5,4.0,9.9,79.2,5.6,18.4,269.7,31.7,0.0,21.2,1.4,1019.6
2014-01-03,272.0,348.0,46.0,31.0,7.0,8.0,348.0,18.1,4.0,10.8,68.5,4.3,14.8,270.3,27.0,0.0,5.7,1.8,1017.8
2014-01-04,393.0,333.0,39.0,19.0,4.0,27.0,393.0,19.0,9.0,13.4,77.8,9.2,14.8,97.0,17.6,0.0,42.7,0.9,1015.8
2014-01-05,469.0,290.0,32.0,12.0,7.0,34.0,469.0,16.1,8.0,11.7,93.9,10.8,10.8,264.1,20.9,0.0,42.3,0.2,1014.1
2014-01-06,374.0,243.0,28.0,13.0,8.0,43.0,374.0,16.0,7.0,10.1,92.3,8.8,12.6,268.3,24.5,0.0,45.8,0.5,1016.3
2014-01-07,324.0,276.0,30.0,20.0,8.0,20.0,324.0,18.0,6.0,11.2,72.7,5.8,14.7,261.0,25.6,0.0,12.1,1.2,1017.1
2014-01-08,310.0,310.0,39.0,21.0,7.0,22.0,310.0,20.1,3.8,11.2,75.4,5.7,11.2,147.1,16.9,0.0,26.7,1.3,1017.1
2014-01-09,430.0,249.0,34.0,22.0,4.0,24.0,430.0,18.1,8.0,11.7,84.8,8.8,11.2,3.7,18.0,0.0,32.9,0.5,1016.5
2014-01-10,422.0,158.0,22.0,9.0,7.0,28.0,422.0,18.1,1.2,11.0,83.3,7.7,11.0,301.7,19.4,0.0,8.1,0.8,1015.9
2014-01-11,246.0,211.0,24.0,12.0,4.0,37.0,246.0,18.0,5.8,11.7,79.3,7.8,20.5,288.1,31.3,0.0,8.4,1.3,1018.1
2014-01-12,271.0,225.0,26.0,15.0,8.0,46.0,271.0,19.0,6.0,12.2,82.9,8.9,12.9,277.5,20.5,0.0,15.1,0.7,1020.4
2014-01-13,302.0,224.0,28.0,15.0,10.0,38.0,302.0,20.0,8.0,13.5,71.9,7.5,11.2,295.6,18.7,0.0,45.9,1.2,1019.3
2014-01-14,337.0,375.0,31.0,17.0,4.0,5.0,375.0,21.0,7.8,14.0,73.8,8.2,13.0,304.1,16.9,0.0,21.4,1.3,1016.7
2014-01-15,398.0,392.0,33.0,18.0,5.0,17.0,398.0,16.0,9.0,11.9,92.0,10.6,11.1,112.5,12.2,0.0,46.6,0.3,1018.5
2014-01-16,428.0,221.0,26.0,12.0,5.0,4.0,428.0,15.1,9.1,11.9,95.3,11.1,11.0,282.3,15.8,0.0,59.9,0.5,1018.9
2014-01-17,327.0,165.5,23.5,22.5,7.5,4.5,327.0,13.0,9.0,11.3,96.7,10.8,17.4,105.8,29.9,0.004,58.1,1.1,1017.4
2014-01-19,128.0,127.0,24.0,16.0,7.0,14.0,128.0,19.8,10.0,13.7,84.6,10.8,14.8,309.6,16.2,0.0,38.6,1.8,1023.2
2014-01-20,204.0,110.0,21.0,33.0,10.0,5.0,204.0,19.2,8.0,12.6,89.5,10.7,10.8,246.4,18.0,0.0,39.8,1.4,1020.8
2014-01-21,235.0,89.0,19.0,53.0,8.0,3.0,235.0,14.1,12.0,13.0,96.3,12.4,22.3,125.6,26.3,5.0,76.0,1.7,1020.0
2014-01-22,128.0,105.0,18.0,39.0,9.0,6.0,128.0,17.0,12.4,14.9,98.4,14.6,16.6,120.9,27.7,0.009,85.4,2.1,1018.9
2014-01-23,130.0,112.0,17.0,31.0,7.0,11.0,130.0,18.1,11.4,15.2,95.2,14.4,14.5,331.4,17.6,0.0,60.8,1.5,1020.2
2014-01-24,132.0,116.0,16.0,29.0,6.0,17.0,132.0,17.1,10.1,12.7,95.3,11.9,16.6,279.7,29.2,0.0,56.9,0.9,1018.8
2014-01-25,135.0,136.0,18.0,29.5,8.5,23.5,136.0,14.1,10.0,11.0,100.0,11.0,14.8,272.5,27.0,0.0,78.5,0.4,1019.0
2014-01-26,128.0,144.0,19.0,32.0,8.0,26.0,144.0,20.0,9.0,12.9,91.6,11.4,14.3,270.9,29.5,0.0,46.5,0.8,1018.7
2014-01-27,238.0,156.0,20.0,30.0,11.0,30.0,238.0,22.1,8.8,14.5,82.8,11.2,21.9,279.5,32.0,0.0,2.3,1.2,1018.7
2014-01-28,202.0,243.0,25.0,48.0,12.0,7.0,243.0,23.1,8.2,15.3,78.5,10.9,20.5,269.7,30.6,0.0,10.6,1.3,1016.8
2014-01-29,264.0,245.0,27.0,55.0,12.0,11.0,264.0,22.2,11.0,15.7,82.2,12.2,18.0,112.4,14.8,0.0,22.8,1.0,1017.4
2014-01-30,310.0,211.0,25.0,47.0,21.0,11.0,310.0,23.4,11.0,14.5,93.7,13.0,9.6,311.3,16.2,0.0,62.8,0.4,1018.8
2014-01-31,296.0,288.0,24.0,55.0,27.0,14.0,296.0,17.0,10.0,12.7,97.5,12.3,12.5,269.9,15.5,0.0,47.1,0.4,1019.0
2014-02-01,338.0,217.0,27.0,46.0,15.0,35.0,338.0,19.2,11.0,13.8,86.5,11.3,9.4,137.8,16.2,0.0,26.3,1.0,1019.0
2014-02-02,261.0,177.0,26.0,49.0,13.0,31.0,261.0,22.0,9.0,15.0,81.3,11.2,10.8,304.4,14.8,0.0,10.9,1.4,1017.2
2014-02-03,202.0,221.0,29.0,59.0,14.0,28.0,221.0,26.0,8.3,17.4,75.2,12.0,13.7,226.8,22.0,0.0,38.0,1.3,1013.8
2014-02-04,225.0,147.0,16.0,26.0,13.0,18.0,225.0,24.1,13.0,18.0,78.3,13.7,16.6,289.4,23.8,0.0,40.6,1.5,1011.3
2014-02-05,190.0,179.0,21.0,44.0,12.0,15.0,190.0,23.8,12.0,16.7,77.7,11.7,9.4,301.9,24.1,0.0,47.0,1.7,1011.6
2014-02-06,196.0,106.0,15.0,20.0,11.0,19.0,196.0,24.1,12.0,18.3,72.3,12.6,16.6,101.8,27.0,0.002,58.1,1.7,1011.4
2014-02-07,151.0,100.0,16.0,16.0,6.0,13.0,151.0,25.0,16.0,19.4,72.8,14.1,27.7,206.7,32.8,0.0,55.1,3.3,1009.1
2014-02-08,166.0,93.0,16.0,19.0,11.0,50.0,166.0,17.0,10.0,14.2,93.0,13.0,16.2,297.3,28.1,0.0,44.7,1.6,1011.0
2014-02-09,146.0,109.0,20.0,26.0,10.0,46.0,146.0,19.1,6.0,12.5,71.1,6.1,24.1,292.9,36.7,0.0,9.0,2.5,1011.5
2014-02-10,161.0,150.0,22.0,36.0,14.0,58.0,161.0,18.1,7.0,12.5,63.8,5.0,15.6,270.6,23.4,0.0,41.7,3.3,1011.9
2014-02-11,197.0,128.0,20.0,23.0,7.0,44.0,197.0,22.4,7.0,14.1,57.7,4.1,18.0,314.2,25.2,0.0,2.7,2.2,1013.0
2014-02-12,182.0,158.0,21.0,35.0,17.0,31.0,182.0,20.0,7.0,13.3,67.7,6.8,20.0,295.5,31.0,0.0,0.0,2.0,1013.3
2014-02-13,201.0,82.0,17.0,23.0,9.0,9.0,201.0,21.3,5.3,14.1,66.0,6.5,18.4,126.5,19.8,0.0,25.9,2.0,1013.0
2014-02-14,154.0,105.5,19.0,28.5,10.5,31.0,154.0,14.1,11.0,12.8,93.3,11.7,18.2,83.6,36.4,1.078,91.6,1.9,1011.9
2014-02-16,128.0,109.0,16.0,25.0,7.0,18.0,128.0,19.1,6.0,12.5,86.1,9.9,18.8,304.5,38.9,0.0,28.6,1.5,1014.6
2014-02-17,234.0,129.0,21.0,34.0,12.0,53.0,234.0,21.0,7.2,13.4,78.6,9.1,22.3,277.6,37.1,0.0,0.0,1.9,1017.4
2014-02-18,180.0,212.0,32.0,86.0,10.0,22.0,212.0,22.0,8.0,14.4,69.1,7.7,22.3,283.8,36.4,0.0,5.8,2.1,1017.3
2014-02-19,268.0,209.0,27.0,61.0,11.0,35.0,268.0,22.1,8.0,15.0,68.9,8.2,12.4,118.5,18.0,0.0,39.8,1.7,1016.6
2014-02-20,244.0,168.0,29.0,59.0,9.0,27.0,244.0,24.0,9.9,16.4,69.2,10.0,11.9,118.0,16.2,0.0,0.1,1.4,1014.6
2014-02-21,356.0,127.0,18.0,27.0,3.0,14.0,356.0,23.8,11.0,17.0,70.6,10.8,18.4,135.6,29.9,0.0,42.0,2.3,1014.1
2014-02-22,185.0,133.0,17.0,22.0,2.0,25.0,185.0,20.0,13.0,15.7,86.0,13.3,12.6,140.9,21.6,0.2,33.9,1.4,1016.8
2014-02-23,189.0,109.0,19.0,26.0,2.0,46.0,189.0,21.0,12.0,15.4,86.8,12.9,16.1,291.8,25.6,0.0,30.5,1.3,1019.1
2014-02-24,167.0,138.0,20.0,37.0,4.0,56.0,167.0,21.1,9.0,15.0,76.7,10.4,14.8,284.1,11.9,0.0,26.0,2.1,1018.9
2014-02-25,184.0,183.0,23.0,48.0,9.0,29.0,184.0,24.0,10.2,17.3,65.4,9.6,11.4,260.3,13.863636363636363,0.0,32.4,2.1,1017.2
2014-02-26,218.0,86.0,6.0,25.0,4.0,17.0,218.0,25.1,14.0,18.9,63.5,10.6,14.8,93.1,15.827272727272728,0.3,48.8,2.2,1014.8
2014-02-27,129.0,61.0,4.0,24.0,3.0,11.0,129.0,24.0,14.0,18.6,74.4,13.6,18.0,95.7,17.790909090909093,0.0,38.4,2.6,1013.3
2014-02-28,120.0,89.0,6.0,29.0,4.0,25.0,120.0,21.5,13.0,15.8,84.7,13.1,22.3,60.4,19.754545454545458,9.22,59.5,2.9,1013.2
2014-03-01,160.0,87.0,6.0,24.0,2.0,32.0,160.0,19.1,13.0,15.5,88.9,13.6,14.0,301.4,21.71818181818182,0.1,75.0,2.1,1014.6
2014-03-02,154.0,98.0,6.0,26.0,4.0,51.0,154.0,21.0,11.0,15.3,81.5,11.8,14.8,290.7,23.681818181818183,0.0,24.2,1.8,1016.6
2014-03-03,142.0,115.0,8.0,32.0,5.0,35.0,142.0,24.0,10.0,16.9,69.7,10.1,12.9,299.3,25.645454545454548,0.0,0.0,2.2,1016.5
2014-03-04,155.0,106.0,5.0,29.0,5.0,36.0,155.0,25.0,13.1,18.7,65.1,11.1,16.2,310.0,27.60909090909091,0.0,21.5,2.6,1016.5
2014-03-05,138.0,91.0,4.0,25.0,5.0,36.0,138.0,25.0,14.0,18.7,65.9,11.3,17.6,297.5,29.57272727272728,0.088,49.0,2.5,1016.1
2014-03-06,161.0,107.0,5.0,20.0,4.0,51.0,161.0,25.0,12.0,18.1,65.1,10.4,17.8,308.0,31.53636363636364,0.0,10.1,3.2,1016.3
2014-03-07,151.0,103.0,5.0,20.0,5.0,42.0,151.0,25.0,11.0,17.9,66.4,9.9,18.3,285.3,33.5,0.0,0.0,2.5,1016.8
2014-03-08,148.0,119.0,7.0,23.0,4.0,62.0,148.0,26.0,12.0,19.5,60.7,10.7,21.5,293.9,33.5,0.0,0.0,3.3,1017.5
2014-03-09,174.0,60.0,4.0,28.0,6.0,14.0,174.0,27.2,13.0,20.7,65.2,12.7,24.1,270.1,33.5,0.0,14.8,2.8,1015.3
2014-03-10,107.0,64.0,3.0,19.0,5.0,16.0,107.0,23.0,17.2,20.0,60.0,11.9,31.4,98.5,39.95,0.062,80.8,4.4,1013.7
2014-03-11,97.0,69.0,3.0,24.0,9.0,22.0,97.0,25.0,16.0,20.0,67.0,13.3,28.0,99.0,46.4,0.22,66.5,4.8,1013.5
2014-03-12,107.0,83.0,3.0,17.0,5.0,44.0,107.0,25.8,14.0,19.9,69.5,13.6,18.4,330.6,42.66,0.9,38.6,3.5,1016.2
2014-03-13,122.0,113.0,7.0,24.0,5.0,63.0,122.0,25.0,10.6,18.7,61.2,10.3,20.5,299.8,38.92,0.0,8.6,3.7,1016.5
2014-03-14,148.0,143.0,9.0,30.0,6.0,79.0,148.0,26.0,11.4,19.0,59.5,10.0,14.8,281.1,35.18,0.0,0.0,2.8,1015.2
2014-03-15,173.0,139.0,7.0,25.0,5.0,56.0,173.0,28.8,12.8,21.2,57.2,11.0,12.2,282.9,31.44,0.0,3.6,2.7,1016.4
2014-03-16,169.0,134.0,7.0,19.0,5.0,36.0,169.0,30.8,14.2,22.8,54.9,12.0,18.4,274.8,27.7,0.0,1.7,2.8,1016.0
2014-03-17,183.0,89.0,3.0,14.0,5.0,28.0,183.0,33.0,16.0,24.5,58.0,13.8,18.2,163.4,28.11428571428572,0.0,26.2,2.7,1012.7
2014-03-18,112.0,81.0,3.0,16.0,5.0,44.0,112.0,29.1,20.0,24.8,52.7,13.9,17.9,312.3,28.52857142857143,0.004,41.1,3.5,1013.1
2014-03-19,116.0,92.0,5.0,22.0,5.0,48.0,116.0,27.1,15.0,21.5,59.4,11.8,27.3,292.9,28.942857142857143,0.0,0.0,3.4,1013.7
2014-03-20,138.0,138.0,9.0,42.0,8.0,45.0,138.0,27.1,14.0,21.2,53.7,10.5,18.4,285.7,29.357142857142858,0.0,29.4,3.4,1011.5
2014-03-21,168.0,127.0,10.0,33.0,6.0,40.0,168.0,31.0,15.0,23.5,51.5,11.5,18.4,133.5,29.77142857142857,0.0,63.7,3.1,1008.2
2014-03-22,172.0,333.0,14.0,54.0,14.0,22.0,333.0,31.0,18.0,24.5,53.9,13.9,14.0,115.1,30.185714285714283,0.0,15.8,3.5,1007.2
2014-03-23,344.0,94.0,6.0,23.0,6.0,15.0,344.0,26.0,18.5,22.9,62.5,15.0,24.6,52.9,30.6,0.2,54.9,2.4,1010.4
2014-03-24,108.0,127.0,10.0,34.0,10.0,42.0,127.0,27.8,19.0,22.3,67.6,15.5,23.7,76.5,31.014285714285712,0.025,66.0,3.9,1012.3
2014-03-25,165.0,124.0,6.0,27.0,11.0,42.0,165.0,31.1,17.0,24.5,58.3,14.3,10.4,96.3,31.428571428571427,0.1,44.3,3.3,1011.5
2014-03-26,168.0,101.0,6.0,28.0,8.0,31.0,168.0,31.1,21.2,25.3,50.8,13.6,14.3,28.0,31.84285714285714,0.0,47.9,3.3,1011.2
2014-03-27,151.0,104.0,10.0,31.0,5.0,12.0,151.0,29.0,20.8,24.2,57.4,14.5,14.0,340.9,32.25714285714286,0.044,69.3,3.3,1012.4
2014-03-28,160.0,91.0,5.0,18.0,4.0,21.0,160.0,31.6,20.8,24.2,60.9,15.2,18.2,356.4,32.67142857142857,0.022,65.1,2.6,1011.8
2014-03-29,149.0,79.0,3.0,16.0,7.0,42.0,149.0,31.1,19.0,25.3,59.0,15.5,18.4,332.5,33.08571428571429,0.0,46.1,3.0,1011.8
2014-03-30,115.0,94.0,4.0,16.0,6.0,55.0,115.0,30.1,16.9,24.1,48.5,11.1,25.5,311.3,33.5,0.0,35.6,3.6,1010.9
2014-03-31,128.0,114.0,8.0,34.0,8.0,71.0,128.0,31.0,15.0,23.7,46.3,9.7,28.5,299.5,30.6,0.0,18.0,3.3,1009.2
2014-04-01,162.0,132.0,9.0,57.0,19.0,96.0,162.0,34.9,16.0,24.7,42.3,9.3,21.1,301.2,27.7,0.0,0.0,3.1,1007.6
2014-04-02,190.0,104.0,5.0,36.0,15.0,67.0,190.0,34.2,20.0,26.8,38.2,10.3,17.7,44.3,29.633333333333333,0.004,46.3,2.9,1006.4
2014-04-03,192.0,113.0,4.0,29.0,5.0,57.0,192.0,31.0,17.0,24.7,46.7,11.1,21.9,305.6,31.566666666666663,0.0,18.2,3.1,1010.8
2014-04-04,156.0,102.0,5.0,36.0,9.0,47.0,156.0,33.0,17.1,25.5,45.8,11.6,24.1,294.7,33.5,0.0,16.4,3.0,1011.0
2014-04-05,151.0,143.0,7.0,47.0,8.0,64.0,151.0,34.1,18.0,26.9,45.4,13.1,20.9,313.1,33.5,0.0,0.0,3.3,1010.2
2014-04-06,194.0,110.0,5.0,32.0,9.0,36.0,194.0,37.0,20.0,29.4,40.7,12.2,13.1,226.0,33.5,0.0,38.8,2.6,1008.3
2014-04-07,148.0,79.0,3.0,27.0,6.0,65.0,148.0,31.2,22.0,27.4,44.5,13.8,21.4,14.1,33.5,0.0,48.0,3.6,1010.4
2014-04-08,157.0,94.0,5.0,35.0,8.0,74.0,157.0,31.0,18.0,25.7,42.7,10.7,20.5,307.7,33.5,0.0,0.0,3.8,1011.0
2014-04-09,154.0,104.0,5.0,55.0,12.0,26.0,154.0,32.2,18.2,26.3,35.1,8.1,18.8,307.7,33.5,0.0,0.0,4.4,1011.0
2014-04-10,171.0,91.0,7.0,39.0,7.0,68.0,171.0,33.0,18.0,26.7,28.3,5.2,22.4,308.4,36.725,0.0,1.2,4.0,1011.6
2014-04-11,139.0,157.0,10.0,66.0,19.0,120.0,157.0,36.0,17.8,28.2,24.9,4.8,22.4,300.0,39.95,0.0,0.1,3.7,1009.9
2014-04-12,202.0,130.0,7.0,60.0,13.0,38.0,202.0,38.0,20.0,29.6,28.9,7.8,11.2,322.4,43.175,0.0,18.6,3.4,1008.2
2014-04-13,171.0,107.0,8.0,51.0,16.0,57.0,171.0,32.0,25.4,28.0,32.3,9.8,27.7,75.4,46.4,0.009,58.8,3.5,1009.8
2014-04-14,158.0,170.0,16.0,87.0,14.0,41.0,170.0,33.0,23.0,28.0,34.7,10.5,16.8,58.7,43.625,0.0,61.4,3.3,1011.6
2014-04-15,197.0,134.0,10.0,65.0,13.0,75.0,197.0,36.1,23.0,29.9,33.9,11.0,12.4,15.4,40.85,0.0,35.1,2.6,1010.6
2014-04-16,172.0,147.0,9.0,70.0,11.0,52.0,172.0,35.0,23.0,27.9,41.0,12.2,18.0,4.7,38.075,2.0,47.2,2.9,1009.2
2014-04-17,161.0,80.0,5.0,45.0,6.0,31.0,161.0,32.8,24.0,27.8,35.5,10.9,24.1,70.8,35.3,0.0,37.0,3.0,1007.5
2014-04-18,116.0,92.0,6.0,46.0,11.0,62.0,116.0,28.2,19.1,24.7,53.0,14.2,18.4,87.1,37.1,7.0,65.9,3.7,1011.6
2014-04-19,152.0,112.0,5.5,44.5,13.0,73.0,152.0,33.0,20.0,25.9,48.6,13.6,14.3,79.7,34.56666666666667,0.0,50.5,2.5,1012.1
2014-04-20,128.0,93.0,6.0,48.0,4.0,54.0,128.0,35.0,21.0,28.6,35.5,9.7,14.0,337.5,32.03333333333333,0.0,32.9,2.5,1011.6
2014-04-21,114.0,132.0,5.0,43.0,15.0,84.0,132.0,37.0,22.4,29.7,26.5,7.0,22.5,294.1,29.5,0.0,34.3,2.6,1011.1
2014-04-22,147.0,102.0,6.0,40.0,7.0,85.0,147.0,37.8,24.0,30.2,24.9,7.1,20.5,307.1,33.5,0.0,13.3,2.7,1012.9
2014-04-23,141.0,147.0,10.0,64.0,13.0,90.0,147.0,37.0,23.0,30.3,27.2,8.5,17.8,292.7,31.5,0.0,26.4,2.8,1010.6
2014-04-24,194.0,148.0,9.0,66.0,12.0,96.0,194.0,38.0,24.0,31.5,26.1,8.2,22.3,298.9,29.5,0.0,0.1,2.3,1007.5
2014-04-25,178.0,149.0,7.0,58.0,15.0,88.0,178.0,38.8,24.0,31.9,25.6,9.0,19.2,308.8,29.5,0.0,8.4,2.7,1007.4
2014-04-26,172.0,127.0,7.0,61.0,11.0,95.0,172.0,39.0,26.0,32.7,25.4,9.4,21.4,299.7,32.03333333333333,0.0,33.5,3.0,1007.3
2014-04-27,156.0,171.0,7.0,43.0,14.0,75.0,171.0,40.0,24.0,31.9,25.8,8.0,21.9,297.1,34.56666666666667,0.0,13.6,3.3,1008.4
2014-04-28,196.0,183.0,15.0,102.0,21.0,6.0,196.0,41.0,21.0,33.0,20.2,5.3,22.3,300.4,37.1,0.0,0.0,3.0,1007.4
2014-04-29,241.0,113.0,10.0,44.0,9.0,97.0,241.0,41.0,23.9,33.9,20.0,6.2,20.5,296.6,33.5,0.0,0.0,2.5,1005.8
2014-04-30,159.0,210.0,14.0,57.0,19.0,97.0,210.0,43.8,27.0,35.1,17.8,5.0,18.0,291.6,33.5,0.0,0.0,3.1,1005.6
2014-05-01,223.0,220.0,7.0,28.0,11.0,93.0,223.0,43.0,27.0,35.1,17.6,5.3,17.6,291.7,33.5,0.0,21.2,3.2,1004.0
2014-05-02,191.0,141.0,5.0,32.0,8.0,35.0,191.0,42.1,27.8,34.7,17.9,5.9,18.4,281.9,33.5,0.0,59.8,3.0,1003.3
2014-05-03,160.0,143.0,6.0,40.0,10.0,56.0,160.0,37.0,27.0,31.7,28.9,11.1,20.6,136.4,37.1,0.0,69.2,3.8,1005.6
2014-05-04,172.0,114.0,7.0,33.0,15.0,40.0,172.0,39.0,27.0,33.0,26.9,10.6,12.7,199.0,27.7,0.0,42.9,3.4,1004.1
2014-05-05,154.0,98.0,7.0,35.0,9.0,18.0,154.0,36.0,25.0,31.5,34.6,13.1,16.5,140.8,27.7,0.33,59.6,3.8,1006.4
2014-05-06,146.0,121.0,8.0,40.0,13.0,58.0,146.0,34.0,26.1,30.3,51.0,18.3,20.0,97.4,30.83333333333333,0.0,65.7,3.9,1008.5
2014-05-07,172.0,183.0,13.0,43.0,20.0,65.0,183.0,38.0,26.0,32.5,40.5,16.4,12.2,216.9,33.96666666666667,0.0,37.4,3.4,1006.5
2014-05-08,247.0,146.0,8.0,38.0,11.0,64.0,247.0,40.1,25.0,32.3,40.1,14.7,25.9,301.3,37.1,0.132,43.4,2.5,1004.5
2014-05-09,171.0,199.0,11.0,48.0,26.0,90.0,199.0,38.0,23.8,31.5,32.8,10.9,18.8,280.2,41.75,0.0,25.3,3.3,1002.6
2014-05-10,205.0,94.0,6.0,26.0,13.0,75.0,205.0,39.0,26.1,31.6,32.4,12.1,27.7,339.6,46.4,0.009,32.0,2.5,1001.7
2014-05-11,146.0,168.0,7.0,32.0,10.0,48.0,168.0,35.0,24.1,29.6,40.4,14.1,23.7,337.5,38.85,0.0,57.8,3.2,1005.3
2014-05-12,165.0,65.0,5.0,21.0,11.0,42.0,165.0,34.0,25.0,28.2,50.5,16.2,21.0,306.8,31.3,0.015,57.9,3.2,1006.1
2014-05-13,135.0,65.0,4.0,21.0,8.0,39.0,135.0,29.0,18.0,24.9,68.4,18.3,36.8,0.2,34.2,3.139,59.5,3.1,1008.5
2014-05-14,113.0,114.0,7.0,24.0,11.0,56.0,114.0,32.0,20.0,26.5,59.9,17.1,18.4,309.5,37.1,0.088,59.6,3.7,1008.0
2014-05-15,163.0,125.0,7.0,26.0,12.0,56.0,163.0,35.0,23.0,28.8,50.1,16.5,20.5,282.3,40.2,0.0,29.6,2.7,1006.0
2014-05-16,162.0,124.0,9.0,35.0,11.0,48.0,162.0,36.0,25.0,30.6,45.0,16.1,20.0,295.6,43.3,0.0,7.5,3.4,1005.0
2014-05-17,172.0,122.0,8.0,33.0,11.0,41.0,172.0,37.0,25.0,30.6,43.8,16.0,31.0,316.8,46.4,0.0,40.9,3.1,1008.1
2014-05-18,157.0,106.0,4.0,22.0,8.0,48.0,157.0,39.0,24.7,31.8,41.3,15.2,18.4,298.7,33.5,0.0,13.5,3.2,1008.6
2014-05-19,136.0,109.0,6.0,30.0,14.0,78.0,136.0,38.0,26.0,32.2,31.8,12.1,21.4,311.8,37.1,0.0,0.0,3.4,1008.5
2014-05-20,149.0,126.0,8.0,35.0,13.0,19.0,149.0,39.3,26.1,33.6,28.0,11.3,18.4,308.1,33.5,0.0,12.4,3.5,1006.4
2014-05-21,168.0,126.0,9.0,37.0,13.0,19.0,168.0,38.0,27.0,33.1,27.0,10.8,23.6,303.1,33.5,0.0,4.6,3.7,1004.5
2014-05-22,164.0,131.0,10.0,44.0,11.0,19.0,164.0,42.0,26.0,34.2,26.2,10.4,23.2,296.0,33.5,0.0,0.0,3.4,1001.7
2014-05-23,154.0,82.0,5.0,28.0,13.0,79.0,154.0,43.8,30.6,35.6,25.5,12.0,22.3,209.4,40.7,0.011,39.2,3.2,1001.1
2014-05-24,117.0,77.0,6.0,38.0,1.0,50.0,117.0,40.0,25.1,32.4,35.1,14.0,22.1,111.8,37.1,0.198,44.4,4.2,1005.1
2014-05-25,110.0,71.0,6.0,40.0,17.0,28.0,110.0,39.0,23.2,32.0,41.0,15.3,24.8,156.6,48.2,0.0,44.0,4.1,1006.5
2014-05-26,109.0,90.0,10.0,46.0,5.0,74.0,109.0,36.0,23.0,29.8,50.6,17.5,16.2,103.2,33.5,0.286,21.1,4.7,1008.6
2014-05-27,153.0,109.0,13.0,60.0,4.0,84.0,153.0,39.0,27.0,33.0,41.1,16.7,14.8,111.0,30.6,0.0,2.7,3.4,1006.9
2014-05-28,172.0,117.0,13.0,58.0,6.0,100.0,172.0,42.1,28.0,35.4,31.5,13.8,18.4,282.9,27.7,0.0,0.0,3.6,1003.5
2014-05-29,183.0,158.0,9.0,44.0,6.0,19.0,183.0,44.0,30.0,36.7,30.2,14.7,15.5,348.3,32.4,0.0,0.2,3.3,1001.6
2014-05-30,249.0,134.0,5.0,31.0,3.0,46.0,249.0,45.0,30.0,36.2,31.4,15.3,33.8,264.6,37.1,0.013,23.5,1.9,1000.5
2014-05-31,149.0,77.0,4.0,19.0,2.0,20.0,149.0,41.8,29.3,34.8,34.6,15.9,14.8,301.5,33.5,0.0,47.7,2.4,1001.5
2014-06-01,119.0,124.0,8.0,39.0,12.0,64.0,124.0,40.4,25.0,32.8,40.7,16.7,25.9,321.4,40.7,0.2,58.4,3.4,1004.2
2014-06-02,172.0,109.0,7.0,25.0,7.0,70.0,172.0,40.1,26.2,33.9,31.4,14.0,15.2,315.9,37.1,0.0,11.6,2.9,1005.2
2014-06-03,155.0,85.0,10.0,24.0,9.0,74.0,155.0,42.0,27.1,35.5,31.2,14.0,22.2,289.0,33.5,0.0,13.6,2.6,1002.3
2014-06-04,170.0,80.0,9.0,23.0,9.0,96.0,170.0,43.1,28.8,36.8,25.7,12.5,22.3,306.6,33.5,0.0,3.4,3.1,1000.7
2014-06-05,165.0,85.0,8.0,18.0,9.0,81.0,165.0,45.0,29.0,37.7,24.0,11.8,14.8,310.3,33.5,0.0,1.2,3.0,998.9
2014-06-06,159.0,129.0,6.0,16.0,7.0,63.0,159.0,45.0,31.0,38.2,22.0,11.6,18.3,287.8,33.5,0.0,3.7,3.2,997.5
2014-06-07,172.0,96.0,4.0,15.0,7.0,100.0,172.0,45.0,32.0,39.1,20.6,11.4,22.6,295.8,40.7,0.0,9.4,2.7,996.2
2014-06-08,151.0,97.0,8.0,18.0,9.0,103.0,151.0,45.8,31.0,39.2,17.7,9.5,22.0,278.4,46.4,0.0,26.1,3.0,995.6
2014-06-09,166.0,107.0,7.0,20.0,11.0,63.0,166.0,45.0,31.0,38.6,21.1,11.0,14.8,295.1,33.5,0.0,37.6,3.3,995.4
2014-06-10,160.0,111.0,5.0,18.0,12.0,38.0,160.0,45.1,30.2,38.4,17.4,8.2,22.3,285.2,40.7,0.0,3.9,3.1,996.8
2014-06-11,155.0,123.0,4.0,16.0,11.0,17.0,155.0,45.0,30.2,38.0,18.7,9.6,23.4,286.0,37.1,0.0,3.6,3.0,998.1
2014-06-12,148.0,74.0,3.0,11.0,5.0,20.0,148.0,44.6,25.0,34.3,37.3,16.3,35.0,263.5,55.4,0.066,36.1,2.9,999.4
2014-06-13,129.0,68.0,5.0,21.0,4.0,6.0,129.0,37.2,23.0,29.8,54.1,18.5,29.1,269.1,40.7,0.015,68.0,3.3,999.5
2014-06-14,147.0,68.5,5.5,23.5,4.5,7.5,147.0,35.6,27.0,30.6,62.7,22.5,20.5,148.4,37.1,0.044,71.9,2.7,998.6
