date,pm25,pm10,co,no2,so2,o3,AQI,tempmax,tempmin,temp,humidity,dew,windspeed,winddir,windgust,precip,cloudcover,visibility,sealevelpressure
2016-11-30,294.0,217.0,32.0,29.0,4.0,10.0,294.0,25.5,12.1,18.4,78.3,14.4,12.5,120.4,23.0,0.0,4.9,0.7,1016.5
2016-12-01,329.0,252.0,17.5,29.0,3.0,18.0,329.0,25.1,14.6,19.0,82.7,15.7,7.6,132.7,21.2,0.0,28.9,0.7,1016.9
2016-12-02,324.0,170.0,3.0,31.0,1.0,9.0,324.0,23.1,12.0,16.9,88.8,14.9,11.1,268.7,18.4,0.0,33.0,0.5,1018.0
2016-12-03,253.0,145.0,9.5,34.0,5.0,13.0,253.0,26.1,11.0,17.3,68.0,10.3,11.0,279.9,20.2,0.0,20.2,1.5,1019.1
2016-12-04,195.0,181.0,16.0,32.0,5.0,25.0,195.0,26.0,10.0,17.5,59.0,8.2,12.9,300.9,21.2,0.0,0.0,1.5,1019.9
2016-12-05,227.0,342.0,46.0,51.0,7.0,6.0,342.0,26.0,11.0,17.8,56.9,8.4,14.6,279.8,23.4,0.0,0.0,1.5,1017.6
2016-12-06,338.0,344.0,45.0,36.0,4.0,22.0,344.0,26.0,11.9,17.6,70.0,11.3,9.2,66.0,15.5,0.0,0.0,1.1,1018.1
2016-12-07,325.0,203.0,24.0,33.0,4.0,8.0,325.0,24.0,11.0,16.1,85.8,13.3,9.2,64.2,18.7,0.0,33.3,0.4,1017.5
2016-12-08,277.0,226.0,33.0,37.0,5.0,24.0,277.0,24.0,10.0,16.3,78.8,12.1,7.6,124.2,13.3,0.0,0.0,0.8,1016.2
2016-12-09,275.0,168.0,30.0,31.0,3.0,6.0,275.0,26.1,10.0,17.6,71.7,11.5,9.4,224.0,13.3,0.0,0.0,1.1,1013.9
2016-12-10,252.0,152.0,32.0,27.0,3.0,23.0,252.0,23.0,12.0,16.2,83.3,13.1,12.8,118.6,21.2,0.0,0.1,0.8,1013.9
2016-12-11,229.0,153.0,35.0,26.0,3.0,20.0,229.0,27.0,13.0,18.4,78.2,14.0,12.8,124.8,16.6,0.0,17.6,1.1,1013.7
2016-12-12,223.0,190.0,38.0,30.0,5.0,15.0,223.0,27.0,13.0,18.8,65.7,10.9,14.6,305.2,20.2,0.0,0.1,1.4,1014.3
2016-12-13,230.0,135.0,23.0,23.0,2.0,18.0,230.0,25.5,12.0,18.3,64.1,10.5,11.1,307.6,23.4,0.0,15.0,1.3,1015.0
2016-12-14,188.0,135.0,25.0,24.0,2.0,22.0,188.0,23.1,11.0,16.4,73.0,10.9,12.9,289.8,25.9,0.0,0.2,1.3,1017.2
2016-12-15,193.0,173.0,34.0,28.0,9.0,22.0,193.0,24.0,10.0,15.8,67.7,8.9,16.7,270.8,33.5,0.0,0.0,1.9,1016.8
2016-12-16,221.0,198.0,31.0,31.0,5.0,21.0,221.0,23.1,8.0,15.5,64.0,7.9,11.2,278.0,20.2,0.0,0.4,1.6,1018.4
2016-12-17,247.0,175.0,28.0,32.0,3.0,23.0,247.0,21.1,9.0,14.6,75.6,9.8,12.8,279.7,22.0,0.0,0.6,1.2,1017.3
2016-12-18,243.0,234.0,22.0,33.0,5.0,22.0,243.0,22.1,8.0,14.5,71.5,8.7,11.1,288.0,24.5,0.0,0.2,1.1,1018.0
2016-12-19,284.0,152.0,6.0,31.0,5.0,23.0,284.0,22.1,8.0,14.5,74.0,9.3,15.0,279.5,29.9,0.0,0.0,1.1,1017.9
2016-12-20,205.0,132.0,21.0,25.0,3.0,21.0,205.0,24.0,8.8,15.4,69.7,9.2,22.0,274.9,38.9,0.0,0.0,1.3,1016.2
2016-12-21,184.0,175.0,29.0,35.0,10.0,21.0,184.0,25.0,9.1,16.3,63.5,8.3,20.3,278.3,35.6,0.0,0.0,1.8,1015.9
2016-12-22,204.0,346.0,52.0,45.0,8.0,25.0,346.0,24.0,9.0,15.7,62.1,7.9,14.8,281.0,23.0,0.0,0.0,1.7,1016.3
2016-12-23,363.0,408.0,64.0,50.0,5.0,17.0,408.0,24.1,9.0,15.3,77.0,10.8,9.4,286.6,15.8,0.0,0.0,0.8,1014.3
2016-12-24,405.0,199.0,20.0,29.0,2.0,5.0,405.0,24.1,9.9,16.2,75.7,11.4,14.7,120.3,25.6,0.0,0.0,0.7,1011.7
2016-12-25,282.0,152.0,12.0,31.0,3.0,15.0,282.0,16.0,13.0,14.4,89.7,12.7,14.8,242.7,26.3,0.0,26.8,0.8,1013.9
2016-12-26,222.0,197.0,22.0,29.0,2.0,5.0,222.0,22.0,10.0,14.6,80.7,10.7,16.5,285.1,27.0,0.0,37.2,0.9,1017.2
2016-12-27,268.0,202.0,34.0,35.0,4.0,23.0,268.0,23.0,7.1,14.4,72.5,8.6,14.8,287.3,26.6,0.0,17.0,0.9,1017.4
2016-12-28,258.0,261.0,34.0,35.0,5.0,8.0,261.0,24.1,9.7,15.6,67.0,8.4,11.2,280.3,20.2,0.0,8.8,1.1,1016.1
2016-12-29,325.0,175.0,23.0,35.0,1.0,4.0,325.0,21.8,10.0,14.9,77.9,10.7,16.4,118.4,23.0,0.0,3.1,0.9,1016.9
2016-12-30,239.0,148.0,28.0,31.0,2.0,6.0,239.0,18.9,11.0,13.4,85.8,10.9,19.0,119.7,28.1,0.0,18.0,0.6,1017.6
2016-12-31,222.0,122.0,27.0,24.0,3.0,1.0,222.0,21.0,9.0,13.7,84.8,10.9,12.9,119.2,28.8,0.0,17.7,0.7,1016.4
2017-01-01,204.0,189.0,47.0,26.0,8.0,2.0,204.0,22.5,11.0,16.0,79.6,12.1,16.6,99.0,28.1,0.0,3.9,1.0,1016.4
2017-01-02,261.0,186.0,47.0,28.0,5.0,7.0,261.0,22.1,11.0,15.7,83.3,12.7,12.5,268.2,21.2,0.0,11.9,0.6,1018.4
2017-01-03,259.0,199.0,36.0,26.0,5.0,15.0,259.0,22.1,10.5,15.1,84.9,12.2,11.0,269.6,17.3,0.0,29.5,0.6,1018.6
2017-01-04,258.0,153.0,38.0,30.0,5.0,35.0,258.0,24.1,10.9,16.9,75.4,11.9,11.2,171.0,20.2,0.0,0.0,1.0,1016.1
2017-01-05,212.0,151.0,18.0,30.0,4.0,15.0,212.0,24.3,12.9,17.4,75.0,12.3,9.4,263.2,16.2,0.0,0.1,1.1,1014.4
2017-01-06,226.0,126.0,8.0,19.0,2.0,1.0,226.0,24.0,14.5,18.2,76.4,13.4,14.6,122.3,35.6,0.0,15.7,1.4,1012.3
2017-01-07,201.0,122.0,13.0,25.0,5.0,16.0,201.0,16.0,13.0,14.4,95.2,13.6,18.3,120.9,26.6,3.956,72.0,0.9,1011.6
2017-01-08,197.0,131.0,13.0,29.0,6.0,19.0,197.0,21.0,12.0,14.9,83.1,11.8,12.5,76.0,22.0,0.0,36.4,1.2,1015.1
2017-01-09,201.0,110.0,7.0,23.0,4.0,12.0,201.0,18.1,9.9,12.9,84.7,10.2,11.2,302.2,24.1,0.0,25.7,0.9,1015.8
2017-01-10,178.0,128.0,36.0,25.0,5.0,9.0,178.0,17.1,6.0,11.2,68.8,4.4,22.2,287.6,33.5,0.0,0.0,1.8,1016.5
2017-01-11,198.0,204.0,27.0,27.0,8.0,33.0,204.0,16.9,5.9,10.6,63.0,3.2,20.4,273.8,28.8,0.0,5.7,1.5,1016.8
2017-01-12,270.0,216.0,30.0,31.0,9.0,25.0,270.0,18.0,5.0,11.0,68.9,4.6,18.2,283.0,22.3,0.0,1.6,1.6,1016.6
2017-01-13,275.0,247.0,32.0,36.0,8.0,22.0,275.0,19.0,5.7,11.5,67.4,4.6,12.8,307.1,23.4,0.0,0.0,1.2,1017.4
2017-01-14,302.0,158.0,26.0,38.0,8.0,26.0,302.0,19.0,6.0,12.0,67.3,5.5,14.6,290.3,16.9,0.0,36.6,1.1,1018.7
2017-01-15,238.0,147.0,16.0,24.0,5.0,14.0,238.0,23.1,9.0,15.8,54.8,5.5,11.0,173.4,16.6,0.0,38.6,1.3,1018.2
2017-01-16,222.0,108.0,13.0,22.0,3.0,19.0,222.0,17.7,9.3,13.7,69.2,8.0,22.0,293.7,29.5,0.0,32.0,1.3,1016.8
2017-01-17,184.0,140.0,17.0,29.0,6.0,22.0,184.0,15.0,5.0,9.8,83.6,7.0,14.6,285.5,27.4,0.0,38.5,0.9,1018.6
2017-01-18,205.0,125.0,13.0,27.0,5.0,20.0,205.0,19.0,5.0,11.3,76.2,6.8,15.8,308.3,25.2,0.0,31.8,0.9,1021.6
2017-01-19,191.0,120.0,15.0,25.0,4.0,24.0,191.0,19.9,6.1,12.1,76.2,7.3,18.2,285.2,30.6,0.0,15.6,0.9,1022.9
2017-01-20,177.0,180.0,19.0,33.0,7.0,18.0,180.0,19.1,6.0,11.3,75.2,6.3,16.6,270.8,28.1,0.0,46.6,0.9,1022.0
2017-01-21,230.0,149.0,22.0,28.0,8.0,18.0,230.0,19.0,5.0,12.5,72.4,6.8,11.2,266.4,20.5,0.0,38.6,1.1,1020.6
2017-01-22,229.0,143.0,20.0,32.0,7.0,24.0,229.0,23.6,9.0,15.5,75.1,10.5,14.6,297.0,22.7,0.0,18.8,1.0,1021.4
2017-01-23,205.0,210.0,31.0,36.0,9.0,29.0,210.0,24.0,9.0,15.8,77.6,11.2,13.0,278.3,24.8,0.0,9.5,0.8,1020.1
2017-01-24,240.0,255.0,29.0,38.0,7.0,16.0,255.0,25.1,11.0,17.4,72.2,11.7,10.9,341.5,17.6,0.0,14.7,1.0,1018.7
2017-01-25,272.0,121.0,13.0,27.0,5.0,9.0,272.0,25.5,14.0,19.5,73.7,14.3,20.3,116.8,39.6,3.912,52.9,1.2,1018.4
2017-01-26,204.0,56.0,6.0,19.0,1.0,13.0,204.0,18.0,14.0,16.5,92.9,15.4,18.4,72.3,34.2,33.894,87.7,1.0,1017.8
2017-01-27,132.0,94.0,9.0,21.0,3.0,14.0,132.0,18.1,12.0,14.7,88.3,12.7,20.2,276.1,38.5,0.1,49.6,1.0,1018.1
2017-01-28,171.0,108.0,15.0,20.0,3.0,22.0,171.0,18.1,10.0,13.2,90.2,11.6,14.8,276.2,24.8,0.0,47.9,0.6,1020.0
2017-01-29,180.0,142.0,26.0,25.0,4.0,25.0,180.0,21.0,11.0,14.8,84.2,11.9,16.6,268.8,31.7,0.0,44.7,0.8,1017.6
2017-01-30,219.0,129.0,24.0,29.0,6.0,26.0,219.0,21.1,11.0,15.0,81.9,11.6,12.9,297.4,18.4,0.0,33.7,0.6,1016.3
2017-01-31,207.0,108.0,19.0,22.0,3.0,19.0,207.0,22.9,10.0,16.5,79.1,12.5,14.8,306.3,25.2,0.0,3.6,0.9,1015.5
2017-02-01,179.0,165.0,24.0,30.0,5.0,23.0,179.0,21.1,10.0,15.1,80.1,11.3,16.0,280.2,23.4,0.0,17.6,1.1,1017.2
2017-02-02,237.0,151.0,29.0,29.0,5.0,36.0,237.0,23.1,10.0,16.3,71.0,10.1,9.4,299.0,16.2,0.0,23.9,1.5,1019.3
2017-02-03,218.0,147.0,16.0,33.0,4.0,16.0,218.0,24.1,11.0,17.0,71.5,11.3,12.8,277.3,18.0,0.0,33.6,1.4,1018.2
2017-02-04,224.0,118.0,17.0,26.0,3.0,15.0,224.0,23.1,14.0,18.1,77.5,13.8,20.2,117.3,38.9,0.0,43.1,1.2,1015.0
2017-02-05,197.0,159.0,20.0,23.0,4.0,20.0,197.0,23.1,16.0,19.0,76.2,14.6,22.3,114.6,39.6,0.0,46.0,1.4,1013.8
2017-02-06,222.0,85.0,10.0,22.0,4.0,22.0,222.0,23.1,13.0,16.8,75.2,11.7,18.0,289.8,27.7,0.0,35.6,1.7,1016.1
2017-02-07,152.0,118.0,17.0,25.0,4.0,27.0,152.0,21.1,8.1,14.6,68.1,8.3,18.2,287.1,28.8,0.0,20.0,2.3,1016.4
2017-02-08,174.0,115.0,14.0,23.0,5.0,25.0,174.0,23.1,9.1,16.0,66.4,8.8,14.8,273.3,20.9,0.0,26.9,1.8,1015.5
2017-02-09,176.0,102.0,13.0,20.0,4.0,21.0,176.0,21.8,10.0,15.7,69.0,9.5,20.5,294.1,34.6,0.0,0.0,1.8,1016.4
2017-02-10,140.0,109.0,14.0,25.0,4.0,25.0,140.0,22.0,8.1,15.0,68.6,8.5,20.5,279.6,31.7,0.0,0.0,2.3,1016.0
2017-02-11,173.0,118.0,13.0,29.0,6.0,29.0,173.0,23.1,8.0,15.8,62.3,7.3,14.6,300.5,21.6,0.0,0.0,2.3,1016.5
2017-02-12,185.0,115.0,14.0,28.0,6.0,28.0,185.0,24.1,10.0,16.7,63.2,8.9,12.6,10.9,17.6,0.0,0.0,1.8,1019.6
2017-02-13,176.0,125.0,16.0,28.0,5.0,28.0,176.0,23.2,10.0,16.5,66.4,9.3,16.5,298.8,24.5,0.0,2.6,1.9,1021.5
2017-02-14,183.0,139.0,16.0,29.0,5.0,29.0,183.0,24.9,9.0,16.6,65.8,9.3,18.3,286.0,27.4,0.0,8.6,1.6,1021.6
2017-02-15,191.0,129.0,11.0,26.0,8.0,24.0,191.0,26.1,11.0,18.1,63.1,10.1,18.3,280.9,25.6,0.0,1.3,2.1,1020.9
2017-02-16,183.0,117.0,12.0,25.0,6.0,19.0,183.0,26.0,12.1,19.5,61.0,11.1,18.4,277.7,29.5,0.0,27.1,1.8,1018.4
2017-02-17,172.0,116.0,14.0,30.0,8.0,18.0,172.0,26.3,15.0,19.6,67.2,13.0,18.2,273.4,31.0,0.0,38.6,2.0,1017.5
2017-02-18,171.0,122.0,22.0,32.0,5.0,26.0,171.0,29.1,14.0,21.4,67.8,14.1,18.2,290.3,26.6,0.0,37.2,1.9,1017.4
2017-02-19,175.0,138.0,19.0,45.0,5.0,21.0,175.0,30.1,15.1,22.7,61.5,13.7,14.6,289.4,23.8,0.0,43.1,2.6,1014.3
2017-02-20,170.0,116.0,12.0,20.0,3.0,19.0,170.0,32.0,18.3,24.4,52.8,13.1,11.2,242.4,23.8,0.0,28.4,2.5,1006.9
2017-02-21,160.0,107.0,12.0,26.0,4.0,25.0,160.0,25.0,15.1,20.1,69.1,14.0,18.4,268.8,30.2,0.0,30.0,2.5,1007.9
2017-02-22,163.0,137.0,9.0,19.0,5.0,22.0,163.0,27.1,14.0,20.2,59.9,10.7,18.2,292.2,22.7,0.0,7.6,2.5,1012.1
2017-02-23,136.0,95.0,8.0,16.0,5.0,23.0,136.0,25.3,11.1,18.8,43.3,4.7,22.3,296.1,41.2,0.0,0.0,3.1,1014.7
2017-02-24,130.0,96.0,10.0,18.0,5.0,23.0,130.0,25.0,9.0,18.2,47.4,5.8,25.8,290.2,44.3,0.0,0.0,3.1,1016.5
2017-02-25,134.0,101.0,11.0,20.0,5.0,25.0,134.0,27.0,10.2,18.9,46.7,6.2,26.3,283.2,53.6,0.0,0.0,2.9,1015.1
2017-02-26,152.0,103.0,18.0,24.0,4.0,24.0,152.0,27.0,11.0,19.0,53.6,8.1,22.3,274.3,33.5,0.0,0.0,2.8,1013.0
2017-02-27,153.0,130.0,31.0,42.0,7.0,29.0,153.0,28.3,11.0,20.4,49.7,8.1,14.7,292.4,24.8,0.0,0.0,2.9,1014.5
2017-02-28,174.0,135.0,14.0,38.0,9.0,16.0,174.0,33.0,14.3,22.8,49.0,9.9,12.9,123.6,19.8,0.0,14.9,2.7,1014.2
2017-03-01,179.0,113.0,6.0,29.0,8.0,24.0,179.0,29.9,19.8,24.2,48.0,12.0,20.1,86.7,26.6,0.0,42.5,2.5,1012.9
2017-03-02,174.0,94.0,9.0,26.0,10.0,20.0,174.0,28.0,16.1,22.3,62.5,14.4,16.6,286.3,20.5,0.0,43.5,2.4,1012.6
2017-03-03,134.0,89.0,10.0,21.0,5.0,23.0,134.0,27.1,15.0,21.2,48.6,8.9,16.6,314.7,29.5,0.0,35.7,3.5,1011.5
2017-03-04,144.0,107.0,10.0,20.0,7.0,23.0,144.0,26.6,12.0,19.4,52.6,8.3,22.0,290.0,29.5,0.0,13.8,3.1,1010.6
2017-03-05,161.0,110.0,13.0,22.0,7.0,25.0,161.0,27.6,11.0,19.3,50.2,7.0,22.2,290.7,36.0,0.0,5.6,2.6,1011.3
2017-03-06,161.0,119.0,18.0,38.0,9.0,31.0,161.0,28.5,11.0,20.2,45.0,6.7,16.6,286.2,33.5,0.0,8.9,3.0,1011.0
2017-03-07,165.0,116.0,10.0,24.0,7.0,19.0,165.0,30.0,13.0,21.7,46.8,8.3,11.9,140.0,27.4,0.0,37.1,2.6,1009.4
2017-03-08,142.0,74.0,10.0,25.0,5.0,14.0,142.0,26.5,19.0,22.0,48.9,10.5,24.1,43.3,33.5,0.0,56.1,3.7,1009.0
2017-03-09,136.0,61.0,9.0,24.0,4.0,10.0,136.0,26.9,15.0,19.3,67.7,12.6,21.9,79.9,33.5,10.122,49.0,2.8,1008.5
2017-03-10,116.0,54.0,9.0,21.0,6.0,21.0,116.0,24.7,15.0,18.2,68.8,12.1,18.2,128.9,43.6,0.0,54.7,3.7,1007.3
2017-03-11,94.0,70.0,10.0,19.0,4.0,20.0,94.0,23.0,12.0,17.4,62.4,9.2,15.1,9.4,33.5,1.974,44.6,4.0,1010.3
2017-03-12,129.0,80.0,10.0,15.0,4.0,24.0,129.0,22.9,12.5,17.7,56.4,8.1,27.7,317.9,46.4,9.912,37.0,3.5,1014.4
2017-03-13,144.0,78.0,13.0,21.0,4.0,28.0,144.0,23.9,10.0,17.6,49.9,5.8,14.8,308.6,32.4,0.0,2.4,3.7,1014.8
2017-03-14,137.0,107.0,12.0,26.0,5.0,24.0,137.0,26.0,11.3,18.6,48.6,6.5,13.0,313.1,27.7,0.0,7.5,3.4,1016.5
2017-03-15,162.0,117.0,13.0,28.0,7.0,30.0,162.0,28.5,12.0,20.2,51.1,8.4,18.4,299.2,27.7,0.0,6.2,3.2,1015.1
2017-03-16,180.0,105.0,11.0,21.0,6.0,21.0,180.0,29.1,15.0,22.2,49.8,10.0,20.5,311.2,20.9,0.0,46.9,2.7,1012.3
2017-03-17,172.0,100.0,16.0,25.0,7.0,28.0,172.0,27.8,13.0,20.9,61.4,12.2,20.6,294.7,36.7,0.0,13.0,2.7,1011.4
2017-03-18,155.0,107.0,16.0,27.0,8.0,28.0,155.0,29.1,14.0,22.6,49.8,10.2,150.6,298.9,21.6,0.0,9.0,2.8,1010.9
2017-03-19,161.0,123.0,13.0,23.0,5.0,29.0,161.0,29.6,17.0,23.1,51.6,12.1,18.2,295.6,27.7,0.0,21.7,3.1,1011.9
2017-03-20,175.0,117.0,9.0,24.0,4.0,29.0,175.0,31.0,16.0,23.0,55.8,12.4,20.6,288.8,38.9,0.0,0.0,2.8,1013.1
2017-03-21,156.0,125.0,14.0,28.0,4.0,27.0,156.0,34.0,17.0,25.1,48.6,11.9,16.6,285.2,33.2,0.0,7.3,2.7,1012.9
2017-03-22,161.0,175.0,18.0,29.0,6.0,37.0,175.0,36.0,19.0,27.2,45.9,12.9,20.6,284.4,33.5,0.0,0.0,3.2,1011.2
2017-03-23,194.0,123.0,12.0,23.0,6.0,24.0,194.0,37.0,20.0,28.8,42.9,13.5,12.7,312.7,20.9,0.0,8.4,3.4,1010.1
2017-03-24,157.0,96.0,10.0,21.0,3.0,25.0,157.0,35.0,22.0,28.1,48.3,15.1,46.4,309.5,33.5,0.0,30.7,3.1,1010.7
2017-03-25,137.0,140.0,10.0,19.0,5.0,24.0,140.0,33.3,17.0,26.4,46.7,13.0,18.4,300.4,36.4,0.0,2.8,3.6,1011.1
2017-03-26,151.0,107.0,8.0,17.0,5.0,27.0,151.0,35.3,18.0,27.2,44.4,12.6,19.0,289.8,38.4,0.0,3.6,3.2,1011.7
2017-03-27,145.0,130.0,8.5,20.0,7.0,25.0,145.0,37.0,19.1,28.5,44.3,14.2,21.9,293.7,37.1,0.0,0.0,3.4,1010.8
2017-03-28,140.0,114.0,9.0,18.0,3.0,24.0,140.0,38.2,22.0,30.0,46.2,15.8,18.1,293.7,37.1,0.0,0.0,2.9,1010.0
2017-03-29,133.0,99.0,10.0,20.0,6.0,26.0,133.0,38.7,23.0,30.6,42.1,14.9,20.4,296.5,35.3,0.0,0.0,3.7,1008.8
2017-03-30,133.0,385.0,12.0,25.0,7.0,31.0,385.0,38.5,22.0,31.1,40.7,14.9,22.4,298.6,34.4,0.0,3.6,3.6,1008.6
2017-03-31,146.0,98.0,14.0,27.0,7.0,27.0,146.0,39.1,23.0,31.3,39.5,14.6,16.6,292.8,22.3,0.0,20.3,3.5,1009.0
2017-04-01,180.0,107.0,9.0,23.0,9.0,27.0,180.0,40.0,23.0,32.0,37.3,13.9,15.0,298.0,33.5,0.0,22.2,3.2,1007.1
2017-04-02,150.0,103.0,12.0,29.0,10.0,30.0,150.0,38.0,23.0,31.1,36.7,12.9,18.8,291.2,33.5,0.0,7.2,4.1,1005.8
2017-04-03,136.0,126.0,12.0,25.0,9.0,18.0,136.0,40.0,22.0,31.9,30.9,11.3,16.7,312.4,27.7,0.0,7.2,3.8,1006.0
2017-04-04,131.0,80.0,7.0,23.0,5.0,19.0,131.0,37.8,24.3,30.6,33.7,11.9,21.7,0.2,40.7,0.0,44.8,4.2,1007.5
2017-04-05,104.0,155.0,9.0,21.0,5.0,23.0,155.0,34.0,23.3,28.0,50.5,16.4,28.9,98.7,46.7,16.207,59.8,3.7,1005.2
2017-04-06,122.0,505.0,11.0,25.0,7.0,28.0,505.0,38.1,24.0,30.1,36.1,11.4,22.3,171.6,42.8,0.0,32.1,3.8,1004.0
2017-04-07,201.0,189.0,16.0,28.0,10.0,31.0,201.0,35.0,23.5,29.0,24.0,4.5,14.7,293.6,27.0,0.0,11.5,2.1,1008.0
2017-04-08,176.0,102.0,7.0,21.0,8.0,26.0,176.0,33.9,18.0,26.9,21.7,1.5,16.4,290.3,27.4,0.0,0.0,3.4,1011.0
2017-04-09,102.0,128.0,9.0,17.0,5.0,28.0,128.0,33.0,21.0,27.3,21.4,1.8,22.0,312.6,37.7,0.0,0.0,4.3,1011.9
2017-04-10,120.0,127.0,11.0,21.0,6.0,30.0,127.0,34.4,20.0,27.6,22.5,3.2,27.6,301.9,53.6,0.0,0.0,3.6,1010.0
2017-04-11,133.0,142.0,14.0,26.0,9.0,32.0,142.0,38.1,17.0,29.1,24.0,4.8,22.0,297.3,49.0,0.0,3.3,3.9,1007.9
2017-04-12,152.0,139.0,22.0,34.0,14.0,38.0,152.0,39.1,20.0,30.9,24.1,6.2,17.9,296.2,38.5,0.0,0.0,3.7,1007.2
2017-04-13,186.0,161.0,31.0,54.0,17.0,55.0,186.0,41.0,22.0,31.7,23.6,6.3,12.8,292.7,23.4,0.0,0.0,3.4,1007.8
2017-04-14,196.0,173.0,23.0,48.0,12.0,40.0,196.0,42.9,25.5,33.7,21.9,7.4,17.8,177.6,30.6,0.0,0.0,3.8,1006.3
2017-04-15,184.0,153.0,19.0,43.0,15.0,71.0,184.0,42.9,24.7,33.9,24.9,8.7,23.8,310.7,32.4,0.0,3.3,3.3,1003.8
2017-04-16,198.0,155.0,23.0,44.0,9.0,48.0,198.0,42.0,24.7,33.3,25.3,9.7,14.6,336.9,25.2,0.0,0.0,3.4,1004.3
2017-04-17,182.0,194.0,21.0,42.0,10.0,46.0,194.0,43.9,26.3,34.3,35.3,15.1,17.9,101.2,32.4,0.0,0.0,3.4,1005.6
2017-04-18,180.0,153.0,15.0,28.0,11.0,27.0,180.0,44.0,26.9,35.0,28.6,11.1,18.2,287.0,37.1,0.0,0.0,2.9,1004.5
2017-04-19,163.0,125.0,15.0,34.0,9.0,35.0,163.0,43.0,28.0,36.0,17.8,6.9,16.6,290.4,36.4,0.0,0.0,3.7,1002.8
2017-04-20,146.0,224.0,14.0,37.0,9.0,40.0,224.0,44.0,28.3,36.1,23.8,11.4,14.8,263.4,24.5,0.0,0.0,3.8,1000.5
2017-04-21,169.0,219.0,13.0,23.0,9.0,29.0,219.0,42.0,29.0,35.0,40.4,19.0,16.6,109.0,32.4,0.0,8.2,2.9,1001.0
2017-04-22,170.0,110.0,9.0,20.0,7.0,27.0,170.0,41.0,30.0,33.6,41.1,18.2,20.4,97.0,49.0,0.0,26.3,2.6,1002.9
2017-04-23,161.0,141.0,8.0,21.0,6.0,25.0,161.0,41.0,26.0,33.3,32.9,13.1,20.4,305.8,37.8,0.0,14.3,3.2,1004.0
2017-04-24,144.0,167.0,9.0,27.0,10.0,31.0,167.0,38.0,26.0,32.4,31.9,13.0,27.7,309.1,46.4,0.0,17.7,3.6,1005.4
2017-04-25,164.0,120.0,7.0,21.0,5.0,31.0,164.0,39.0,24.0,32.2,29.1,11.0,22.0,303.0,40.7,0.044,16.4,3.2,1005.7
2017-04-26,144.0,180.0,8.0,28.0,7.0,31.0,180.0,39.0,23.0,31.5,27.7,9.4,17.4,259.7,37.1,0.0,44.4,4.0,1006.2
2017-04-27,149.0,150.0,12.0,27.0,7.0,29.0,150.0,38.3,24.3,32.3,25.6,9.7,30.0,279.6,38.5,0.0,48.8,3.4,1007.6
2017-04-28,154.0,190.0,21.0,33.0,6.0,36.0,190.0,39.0,25.7,32.3,27.4,10.5,16.6,263.9,33.5,0.004,46.3,3.3,1006.7
2017-04-29,181.0,125.0,10.0,27.0,10.0,30.0,181.0,39.0,25.0,31.6,31.6,12.1,22.2,119.9,40.4,0.0,49.4,3.6,1006.3
2017-04-30,153.0,115.0,9.0,22.0,9.0,27.0,153.0,38.0,23.0,31.1,35.9,13.5,27.3,75.3,58.0,4.108,49.7,3.3,1006.8
2017-05-01,151.0,138.0,19.0,49.0,9.0,42.0,151.0,37.2,24.1,31.8,28.0,9.4,14.6,19.1,35.3,0.0,17.2,4.2,1008.6
2017-05-02,184.0,200.0,18.0,50.0,11.0,19.0,200.0,40.0,23.9,32.9,25.0,8.4,13.0,330.4,20.2,0.0,18.7,3.6,1009.0
2017-05-03,192.0,198.0,12.0,25.0,7.0,33.0,198.0,41.1,27.2,32.5,26.9,10.5,36.1,152.4,56.9,0.004,64.6,3.0,1007.2
2017-05-04,176.0,320.0,18.0,33.0,13.0,42.0,320.0,38.3,25.0,32.2,33.5,12.2,22.3,285.1,40.7,3.912,15.6,3.8,1008.4
2017-05-05,252.0,161.0,16.0,38.0,12.0,52.0,252.0,40.5,24.0,33.6,26.9,10.6,20.3,301.9,32.8,0.0,8.9,3.0,1007.2
2017-05-06,207.0,126.0,19.5,50.5,11.5,11.0,207.0,43.0,26.9,35.2,25.6,11.2,12.8,297.2,19.8,0.0,5.1,3.6,1006.9
2017-05-07,206.0,165.0,23.0,63.0,11.0,58.0,206.0,44.0,26.0,36.0,27.4,12.0,16.2,306.8,27.7,0.0,1.2,3.5,1005.6
2017-05-08,185.0,222.0,6.0,30.0,9.0,27.0,222.0,43.9,29.9,36.4,23.8,12.0,13.0,295.6,20.2,0.0,20.9,3.2,1005.2
2017-05-09,166.0,116.0,8.0,22.0,7.0,31.0,166.0,44.0,28.5,35.8,28.6,13.5,18.4,137.6,37.1,0.0,29.9,3.6,1003.4
2017-05-10,147.0,112.0,14.0,31.0,9.0,44.0,147.0,39.8,29.0,33.2,43.2,18.5,27.7,119.1,46.4,0.211,52.0,3.5,1005.8
2017-05-11,155.0,368.0,15.0,36.0,11.0,46.0,368.0,43.0,27.7,35.2,34.9,16.5,18.4,88.8,37.1,0.0,27.6,3.7,1006.6
2017-05-12,236.0,149.0,17.0,38.0,12.0,40.0,236.0,42.0,30.5,35.5,35.0,17.1,16.6,290.3,30.6,0.0,48.5,2.7,1006.8
2017-05-13,225.0,154.0,11.0,31.0,9.0,36.0,225.0,43.9,29.0,36.6,32.8,16.2,18.2,302.5,37.1,0.0,3.7,3.2,1004.5
