date,pm25,pm10,o3,no2,so2,co,AQI_pm25,AQI_pm10,AQI_o3,AQI_no2,AQI_so2,AQI_co,AQI
18-07-2019,94.0,95.0,15.0,20.0,1.0,9.0,94.0,95.0,15.0,20.0,1.0,9.0,95.0
19-07-2019,138.0,87.0,7.0,25.0,1.0,8.0,138.0,87.0,7.0,25.0,1.0,8.0,138.0
20-07-2019,138.0,73.0,8.0,20.0,1.0,7.0,138.0,73.0,8.0,20.0,1.0,7.0,138.0
21-07-2019,119.0,83.0,9.0,19.0,1.0,9.0,119.0,83.0,9.0,19.0,1.0,9.0,119.0
22-07-2019,150.0,102.0,16.0,25.0,1.0,12.0,150.0,102.0,16.0,25.0,1.0,12.0,150.0
23-07-2019,168.0,96.0,10.0,24.0,1.0,7.0,168.0,96.0,10.0,24.0,1.0,7.0,168.0
24-07-2019,152.0,58.0,6.0,18.0,1.0,7.0,152.0,58.0,6.0,18.0,1.0,7.0,152.0
25-07-2019,86.0,65.0,6.0,21.0,1.0,7.0,86.0,65.0,6.0,21.0,1.0,7.0,86.0
26-07-2019,107.0,61.0,11.0,18.0,1.0,7.0,107.0,61.0,11.0,18.0,1.0,7.0,107.0
27-07-2019,94.0,56.0,4.0,13.0,1.0,5.0,94.0,56.0,4.0,13.0,1.0,5.0,94.0
28-07-2019,67.0,58.0,6.0,14.0,1.0,5.0,67.0,58.0,6.0,14.0,1.0,5.0,67.0
29-07-2019,67.0,67.0,6.0,16.0,1.0,6.0,67.0,67.0,6.0,16.0,1.0,6.0,67.0
30-07-2019,82.0,66.0,6.0,16.0,1.0,7.0,82.0,66.0,6.0,16.0,1.0,7.0,82.0
31-07-2019,81.0,69.0,7.0,16.0,1.0,7.0,81.0,69.0,7.0,16.0,1.0,7.0,81.0
01-08-2019,91.0,73.0,6.0,14.0,1.0,7.0,91.0,73.0,6.0,14.0,1.0,7.0,91.0
02-08-2019,99.0,71.0,7.0,9.0,1.0,7.0,99.0,71.0,7.0,9.0,1.0,7.0,99.0
03-08-2019,105.0,77.0,4.0,9.0,1.0,8.0,105.0,77.0,4.0,9.0,1.0,8.0,105.0
04-08-2019,128.0,80.0,8.0,16.0,1.0,8.0,128.0,80.0,8.0,16.0,1.0,8.0,128.0
05-08-2019,124.0,59.0,4.0,21.0,1.0,8.0,124.0,59.0,4.0,21.0,1.0,8.0,124.0
06-08-2019,79.0,69.0,8.0,17.0,2.0,9.0,79.0,69.0,8.0,17.0,2.0,9.0,79.0
07-08-2019,88.0,65.0,10.0,19.0,2.0,8.0,88.0,65.0,10.0,19.0,2.0,8.0,88.0
08-08-2019,61.0,63.0,4.0,15.0,1.0,5.0,61.0,63.0,4.0,15.0,1.0,5.0,63.0
09-08-2019,40.0,55.0,4.0,13.0,1.0,5.0,40.0,55.0,4.0,13.0,1.0,5.0,55.0
10-08-2019,49.0,61.0,6.0,14.0,1.0,6.0,49.0,61.0,6.0,14.0,1.0,6.0,61.0
11-08-2019,79.0,58.0,6.0,11.0,1.0,6.0,79.0,58.0,6.0,11.0,1.0,6.0,79.0
12-08-2019,59.0,63.0,5.0,12.0,1.0,7.0,59.0,63.0,5.0,12.0,1.0,7.0,63.0
13-08-2019,63.0,68.0,9.0,14.0,1.0,7.0,63.0,68.0,9.0,14.0,1.0,7.0,68.0
14-08-2019,111.0,64.0,5.0,10.0,1.0,6.0,111.0,64.0,5.0,10.0,1.0,6.0,111.0
15-08-2019,91.0,55.0,4.0,11.0,1.0,6.0,91.0,55.0,4.0,11.0,1.0,6.0,91.0
16-08-2019,58.0,42.0,3.0,8.0,1.0,5.0,58.0,42.0,3.0,8.0,1.0,5.0,58.0
17-08-2019,49.0,45.0,5.0,8.0,1.0,6.0,49.0,45.0,5.0,8.0,1.0,6.0,49.0
18-08-2019,58.0,73.0,7.0,10.0,1.0,8.0,58.0,73.0,7.0,10.0,1.0,8.0,73.0
19-08-2019,108.0,74.0,8.0,15.0,1.0,7.0,108.0,74.0,8.0,15.0,1.0,7.0,108.0
20-08-2019,112.0,89.0,8.0,19.0,1.0,6.0,112.0,89.0,8.0,19.0,1.0,6.0,112.0
21-08-2019,127.0,84.0,7.0,20.0,1.0,9.0,127.0,84.0,7.0,20.0,1.0,9.0,127.0
22-08-2019,112.0,85.0,6.0,14.0,1.0,8.0,112.0,85.0,6.0,14.0,1.0,8.0,112.0
23-08-2019,130.0,82.0,3.0,13.0,1.0,9.0,130.0,82.0,3.0,13.0,1.0,9.0,130.0
24-08-2019,118.0,61.0,4.0,11.0,1.0,7.0,118.0,61.0,4.0,11.0,1.0,7.0,118.0
25-08-2019,85.0,58.0,6.0,15.0,1.0,7.0,85.0,58.0,6.0,15.0,1.0,7.0,85.0
26-08-2019,74.0,71.0,8.0,17.0,1.0,8.0,74.0,71.0,8.0,17.0,1.0,8.0,74.0
27-08-2019,99.0,74.0,7.0,21.0,1.0,7.0,99.0,74.0,7.0,21.0,1.0,7.0,99.0
28-08-2019,105.0,72.0,7.0,20.0,1.0,7.0,105.0,72.0,7.0,20.0,1.0,7.0,105.0
29-08-2019,103.0,69.0,10.0,19.0,1.0,7.0,103.0,69.0,10.0,19.0,1.0,7.0,103.0
30-08-2019,99.0,78.0,10.0,17.0,1.0,10.0,99.0,78.0,10.0,17.0,1.0,10.0,99.0
31-08-2019,131.0,70.0,8.0,19.0,1.0,8.0,131.0,70.0,8.0,19.0,1.0,8.0,131.0
01-09-2019,95.0,82.0,14.0,17.0,1.0,7.0,95.0,82.0,14.0,17.0,1.0,7.0,95.0
02-09-2019,125.0,90.0,10.0,15.0,1.0,7.0,125.0,90.0,10.0,15.0,1.0,7.0,125.0
03-09-2019,150.0,103.0,10.0,22.0,1.0,8.0,150.0,103.0,10.0,22.0,1.0,8.0,150.0
04-09-2019,163.0,68.0,5.0,26.0,2.0,10.0,163.0,68.0,5.0,26.0,2.0,10.0,163.0
05-09-2019,87.0,74.0,8.0,21.0,2.0,6.0,87.0,74.0,8.0,21.0,2.0,6.0,87.0
06-09-2019,89.0,65.0,8.0,19.0,1.0,6.0,89.0,65.0,8.0,19.0,1.0,6.0,89.0
07-09-2019,68.0,69.0,8.0,14.0,1.0,7.0,68.0,69.0,8.0,14.0,1.0,7.0,69.0
08-09-2019,69.0,88.0,12.0,14.0,1.0,7.0,69.0,88.0,12.0,14.0,1.0,7.0,88.0
09-09-2019,125.0,84.0,13.0,16.0,1.0,7.0,125.0,84.0,13.0,16.0,1.0,7.0,125.0
10-09-2019,135.0,105.0,17.0,22.0,1.0,8.0,135.0,105.0,17.0,22.0,1.0,8.0,135.0
11-09-2019,160.0,90.0,9.0,22.0,2.0,7.0,160.0,90.0,9.0,22.0,2.0,7.0,160.0
12-09-2019,137.0,73.0,8.0,18.0,2.0,7.0,137.0,73.0,8.0,18.0,2.0,7.0,137.0
13-09-2019,96.0,63.0,9.0,16.0,1.0,6.0,96.0,63.0,9.0,16.0,1.0,6.0,96.0
14-09-2019,80.0,67.0,9.0,14.0,1.0,7.0,80.0,67.0,9.0,14.0,1.0,7.0,80.0
15-09-2019,104.0,82.0,12.0,13.0,2.0,9.0,104.0,82.0,12.0,13.0,2.0,9.0,104.0
16-09-2019,132.0,87.0,12.0,15.0,1.0,8.0,132.0,87.0,12.0,15.0,1.0,8.0,132.0
17-09-2019,137.0,76.0,8.0,16.0,1.0,6.0,137.0,76.0,8.0,16.0,1.0,6.0,137.0
18-09-2019,101.0,60.0,7.0,12.0,1.0,6.0,101.0,60.0,7.0,12.0,1.0,6.0,101.0
19-09-2019,67.0,66.0,6.0,11.0,1.0,6.0,67.0,66.0,6.0,11.0,1.0,6.0,67.0
20-09-2019,88.0,73.0,10.0,9.0,2.0,5.0,88.0,73.0,10.0,9.0,2.0,5.0,88.0
21-09-2019,103.0,61.0,6.0,10.0,2.0,6.0,103.0,61.0,6.0,10.0,2.0,6.0,103.0
22-09-2019,73.0,73.0,9.0,11.0,1.0,6.0,73.0,73.0,9.0,11.0,1.0,6.0,73.0
23-09-2019,99.0,75.0,8.0,11.0,1.0,7.0,99.0,75.0,8.0,11.0,1.0,7.0,99.0
24-09-2019,96.0,74.0,9.0,10.0,2.0,6.0,96.0,74.0,9.0,10.0,2.0,6.0,96.0
25-09-2019,89.0,62.0,6.0,15.0,1.0,4.0,89.0,62.0,6.0,15.0,1.0,4.0,89.0
26-09-2019,77.0,61.0,8.0,19.0,1.0,4.0,77.0,61.0,8.0,19.0,1.0,4.0,77.0
27-09-2019,57.0,56.0,8.0,19.0,1.0,5.0,57.0,56.0,8.0,19.0,1.0,5.0,57.0
28-09-2019,70.0,39.0,8.0,17.0,1.0,4.0,70.0,39.0,8.0,17.0,1.0,4.0,70.0
29-09-2019,65.0,57.0,8.0,21.0,1.0,6.0,65.0,57.0,8.0,21.0,1.0,6.0,65.0
30-09-2019,86.0,61.0,10.0,23.0,1.0,6.0,86.0,61.0,10.0,23.0,1.0,6.0,86.0
01-10-2019,89.0,67.0,5.0,16.0,1.0,7.0,89.0,67.0,5.0,16.0,1.0,7.0,89.0
02-10-2019,147.0,76.0,18.0,24.0,1.0,8.0,147.0,76.0,18.0,24.0,1.0,8.0,147.0
03-10-2019,124.0,52.0,7.0,26.0,1.0,9.0,124.0,52.0,7.0,26.0,1.0,9.0,124.0
04-10-2019,97.0,62.0,14.0,19.0,1.0,6.0,97.0,62.0,14.0,19.0,1.0,6.0,97.0
05-10-2019,99.0,81.0,17.0,20.0,1.0,6.0,99.0,81.0,17.0,20.0,1.0,6.0,99.0
06-10-2019,148.0,83.0,14.0,18.0,1.0,7.0,148.0,83.0,14.0,18.0,1.0,7.0,148.0
07-10-2019,147.0,72.0,15.0,17.0,1.0,8.0,147.0,72.0,15.0,17.0,1.0,8.0,147.0
08-10-2019,135.0,84.0,19.0,23.0,1.0,8.0,135.0,84.0,19.0,23.0,1.0,8.0,135.0
09-10-2019,157.0,99.0,20.0,27.0,1.0,7.0,157.0,99.0,20.0,27.0,1.0,7.0,157.0
10-10-2019,169.0,102.0,13.0,30.0,1.0,14.0,169.0,102.0,13.0,30.0,1.0,14.0,169.0
11-10-2019,176.0,100.0,19.0,25.0,1.0,7.0,176.0,100.0,19.0,25.0,1.0,7.0,176.0
12-10-2019,168.0,124.0,18.0,27.0,1.0,8.0,168.0,124.0,18.0,27.0,1.0,8.0,168.0
13-10-2019,183.0,118.0,19.0,26.0,1.0,9.0,183.0,118.0,19.0,26.0,1.0,9.0,183.0
14-10-2019,176.0,124.0,23.0,32.0,1.0,13.0,176.0,124.0,23.0,32.0,1.0,13.0,176.0
15-10-2019,181.0,138.0,20.0,29.0,1.0,9.0,181.0,138.0,20.0,29.0,1.0,9.0,181.0
16-10-2019,189.0,114.0,8.0,28.0,1.0,6.0,189.0,114.0,8.0,28.0,1.0,6.0,189.0
17-10-2019,172.0,137.0,3.0,26.0,1.0,4.0,172.0,137.0,3.0,26.0,1.0,4.0,172.0
18-10-2019,156.0,97.0,9.0,28.0,1.0,9.0,156.0,97.0,9.0,28.0,1.0,9.0,156.0
19-10-2019,135.0,97.0,7.0,27.0,1.0,8.0,135.0,97.0,7.0,27.0,1.0,8.0,135.0
20-10-2019,159.0,123.0,8.0,27.0,1.0,25.0,159.0,123.0,8.0,27.0,1.0,25.0,159.0
21-10-2019,171.0,108.0,8.0,25.0,1.0,15.0,171.0,108.0,8.0,25.0,1.0,15.0,171.0
22-10-2019,162.0,135.0,16.0,27.0,1.0,9.0,162.0,135.0,16.0,27.0,1.0,9.0,162.0
23-10-2019,181.0,151.0,23.0,37.0,1.0,12.0,181.0,151.0,23.0,37.0,1.0,12.0,181.0
24-10-2019,210.0,123.0,14.0,31.0,1.0,13.0,210.0,123.0,14.0,31.0,1.0,13.0,210.0
25-10-2019,183.0,111.0,12.0,34.0,1.0,11.0,183.0,111.0,12.0,34.0,1.0,11.0,183.0
26-10-2019,185.0,135.0,10.0,27.0,1.0,8.0,185.0,135.0,10.0,27.0,1.0,8.0,185.0
27-10-2019,212.0,328.0,9.0,29.0,1.0,11.0,212.0,328.0,9.0,29.0,1.0,11.0,328.0
28-10-2019,384.0,269.0,4.0,34.0,1.0,39.0,384.0,269.0,4.0,34.0,1.0,39.0,384.0
29-10-2019,349.0,186.0,5.0,35.0,1.0,13.0,349.0,186.0,5.0,35.0,1.0,13.0,349.0
30-10-2019,314.0,295.0,6.0,38.0,2.0,15.0,314.0,295.0,6.0,38.0,2.0,15.0,314.0
31-10-2019,341.0,408.0,6.0,43.0,1.75,15.0,341.0,408.0,6.0,43.0,1.75,15.0,408.0
01-11-2019,433.0,236.0,5.0,32.0,1.5,15.0,433.0,236.0,5.0,32.0,1.5,15.0,433.0
02-11-2019,352.0,423.0,4.0,27.0,1.25,19.0,352.0,423.0,4.0,27.0,1.25,19.0,423.0
03-11-2019,591.0,267.0,7.0,22.0,1.0,15.0,,267.0,7.0,22.0,1.0,15.0,267.0
04-11-2019,308.0,219.0,9.0,20.0,1.0,10.0,308.0,219.0,9.0,20.0,1.0,10.0,308.0
05-11-2019,278.0,112.0,4.0,35.0,1.0,11.0,278.0,112.0,4.0,35.0,1.0,11.0,278.0
06-11-2019,159.0,190.0,3.0,34.0,1.0,15.0,159.0,190.0,3.0,34.0,1.0,15.0,190.0
07-11-2019,233.0,124.0,7.0,30.0,1.0,14.0,233.0,124.0,7.0,30.0,1.0,14.0,233.0
08-11-2019,201.0,125.0,7.0,25.0,1.5,8.0,201.0,125.0,7.0,25.0,1.5,8.0,201.0
09-11-2019,190.0,175.0,10.0,29.0,2.0,10.0,190.0,175.0,10.0,29.0,2.0,10.0,190.0
10-11-2019,250.0,231.0,11.0,34.0,2.0,11.0,250.0,231.0,11.0,34.0,2.0,11.0,250.0
11-11-2019,296.0,363.0,15.0,40.0,1.0,13.0,296.0,363.0,15.0,40.0,1.0,13.0,363.0
12-11-2019,417.0,442.0,15.0,45.0,1.0,15.0,417.0,442.0,15.0,45.0,1.0,15.0,442.0
13-11-2019,433.0,459.0,4.0,64.0,1.0,20.0,433.0,459.0,4.0,64.0,1.0,20.0,459.0
14-11-2019,430.0,348.0,7.0,37.0,1.0,15.0,430.0,348.0,7.0,37.0,1.0,15.0,430.0
15-11-2019,365.0,170.0,7.0,26.0,1.0,9.0,365.0,170.0,7.0,26.0,1.0,9.0,365.0
16-11-2019,228.0,91.0,6.0,19.0,1.0,7.0,228.0,91.0,6.0,19.0,1.0,7.0,228.0
17-11-2019,156.0,98.0,8.0,21.0,1.0,10.0,156.0,98.0,8.0,21.0,1.0,10.0,156.0
18-11-2019,184.0,118.0,9.0,29.0,1.0,13.0,184.0,118.0,9.0,29.0,1.0,13.0,184.0
19-11-2019,185.0,158.0,9.0,41.0,1.0,17.0,185.0,158.0,9.0,41.0,1.0,17.0,185.0
20-11-2019,206.0,217.0,5.0,58.0,2.0,23.0,206.0,217.0,5.0,58.0,2.0,23.0,217.0
21-11-2019,281.0,145.0,12.0,44.0,2.0,10.0,281.0,145.0,12.0,44.0,2.0,10.0,281.0
22-11-2019,221.0,113.0,5.0,33.0,1.0,5.0,221.0,113.0,5.0,33.0,1.0,5.0,221.0
23-11-2019,188.0,93.0,7.0,27.0,1.0,8.0,188.0,93.0,7.0,27.0,1.0,8.0,188.0
24-11-2019,169.0,114.0,6.0,32.0,1.0,12.0,169.0,114.0,6.0,32.0,1.0,12.0,169.0
25-11-2019,175.0,161.0,3.0,37.0,2.0,9.0,175.0,161.0,3.0,37.0,2.0,9.0,175.0
26-11-2019,176.0,82.0,3.0,28.0,1.0,9.0,176.0,82.0,3.0,28.0,1.0,9.0,176.0
27-11-2019,127.0,41.0,2.0,21.0,1.5,7.0,127.0,41.0,2.0,21.0,1.5,7.0,127.0
28-11-2019,86.0,58.0,5.0,22.0,2.0,9.0,86.0,58.0,5.0,22.0,2.0,9.0,86.0
29-11-2019,118.0,80.0,5.0,21.0,1.8,10.0,118.0,80.0,5.0,21.0,1.8,10.0,118.0
30-11-2019,171.0,86.0,9.0,20.0,1.6,9.0,171.0,86.0,9.0,20.0,1.6,9.0,171.0
01-12-2019,184.0,111.0,7.0,24.0,1.4,36.0,184.0,111.0,7.0,24.0,1.4,36.0,184.0
02-12-2019,194.0,124.0,8.0,39.0,1.2,7.0,194.0,124.0,8.0,39.0,1.2,7.0,194.0
03-12-2019,189.0,162.0,6.0,41.0,1.0,13.0,189.0,162.0,6.0,41.0,1.0,13.0,189.0
04-12-2019,208.0,226.0,6.0,63.0,1.0,17.0,208.0,226.0,6.0,63.0,1.0,17.0,226.0
05-12-2019,321.0,178.0,6.0,36.0,1.0,9.0,321.0,178.0,6.0,36.0,1.0,9.0,321.0
06-12-2019,275.0,158.0,11.0,33.0,1.0,10.0,275.0,158.0,11.0,33.0,1.0,10.0,275.0
07-12-2019,274.0,141.0,2.0,41.0,1.0,28.0,274.0,141.0,2.0,41.0,1.0,28.0,274.0
08-12-2019,198.0,181.0,7.0,40.0,1.0,19.0,198.0,181.0,7.0,40.0,1.0,19.0,198.0
09-12-2019,238.0,203.0,9.0,37.0,1.0,15.0,238.0,203.0,9.0,37.0,1.0,15.0,238.0
10-12-2019,270.0,234.0,2.0,43.0,2.0,17.0,270.0,234.0,2.0,43.0,2.0,17.0,270.0
11-12-2019,290.0,282.0,6.0,35.0,1.0,11.0,290.0,282.0,6.0,35.0,1.0,11.0,290.0
12-12-2019,315.0,82.0,4.0,21.0,1.0,11.0,315.0,82.0,4.0,21.0,1.0,11.0,315.0
13-12-2019,163.0,77.0,4.0,21.0,1.0,9.0,163.0,77.0,4.0,21.0,1.0,9.0,163.0
14-12-2019,154.0,90.0,6.0,17.0,1.0,10.0,154.0,90.0,6.0,17.0,1.0,10.0,154.0
15-12-2019,168.0,80.0,4.0,10.0,1.0,9.0,168.0,80.0,4.0,10.0,1.0,9.0,168.0
16-12-2019,164.0,85.0,4.0,8.0,1.0,11.0,164.0,85.0,4.0,8.0,1.0,11.0,164.0
17-12-2019,168.0,123.0,9.0,19.0,1.0,5.0,168.0,123.0,9.0,19.0,1.0,5.0,168.0
18-12-2019,202.0,248.0,4.0,25.0,1.0,13.0,202.0,248.0,4.0,25.0,1.0,13.0,248.0
19-12-2019,308.0,320.0,3.0,29.0,2.0,17.0,308.0,320.0,3.0,29.0,2.0,17.0,320.0
20-12-2019,364.0,230.0,3.0,23.0,1.0,6.0,364.0,230.0,3.0,23.0,1.0,6.0,364.0
21-12-2019,300.0,119.0,3.0,19.0,1.0,11.0,300.0,119.0,3.0,19.0,1.0,11.0,300.0
22-12-2019,200.0,131.0,3.0,17.0,1.0,13.0,200.0,131.0,3.0,17.0,1.0,13.0,200.0
23-12-2019,218.0,271.0,3.0,26.0,1.0,19.0,218.0,271.0,3.0,26.0,1.0,19.0,271.0
24-12-2019,308.0,146.0,2.0,17.0,1.0,6.0,308.0,146.0,2.0,17.0,1.0,6.0,308.0
25-12-2019,208.0,173.0,4.0,18.0,1.0,14.0,208.0,173.0,4.0,18.0,1.0,14.0,208.0
26-12-2019,240.0,249.0,4.0,22.0,1.0,16.0,240.0,249.0,4.0,22.0,1.0,16.0,249.0
27-12-2019,281.0,283.0,2.0,19.0,1.0,19.0,281.0,283.0,2.0,19.0,1.0,19.0,283.0
28-12-2019,309.0,388.0,4.0,28.0,1.0,18.0,309.0,388.0,4.0,28.0,1.0,18.0,388.0
29-12-2019,368.0,401.0,6.5,25.0,1.0,15.0,368.0,401.0,6.5,25.0,1.0,15.0,401.0
31-12-2019,397.0,414.0,9.0,22.0,1.0,12.0,397.0,414.0,9.0,22.0,1.0,12.0,414.0
01-01-2020,426.0,226.0,4.0,43.0,3.0,25.0,426.0,226.0,4.0,43.0,3.0,25.0,426.0
02-01-2020,260.0,178.0,3.0,26.0,1.0,15.0,260.0,178.0,3.0,26.0,1.0,15.0,260.0
03-01-2020,236.0,179.0,5.0,27.0,2.0,11.0,236.0,179.0,5.0,27.0,2.0,11.0,236.0
04-01-2020,264.0,143.0,1.0,28.0,1.0,9.0,264.0,143.0,1.0,28.0,1.0,9.0,264.0
05-01-2020,223.0,134.0,2.0,29.0,3.0,13.0,223.0,134.0,2.0,29.0,3.0,13.0,223.0
06-01-2020,200.0,132.0,1.0,28.0,2.0,16.0,200.0,132.0,1.0,28.0,2.0,16.0,200.0
07-01-2020,200.0,98.0,1.0,19.0,1.0,14.0,200.0,98.0,1.0,19.0,1.0,14.0,200.0
08-01-2020,183.0,85.0,4.0,16.0,1.0,9.0,183.0,85.0,4.0,16.0,1.0,9.0,183.0
09-01-2020,167.0,113.0,6.0,21.0,1.0,14.0,167.0,113.0,6.0,21.0,1.0,14.0,167.0
10-01-2020,186.0,132.0,9.0,23.0,1.0,13.0,186.0,132.0,9.0,23.0,1.0,13.0,186.0
11-01-2020,198.0,148.0,44.0,17.0,1.0,13.0,198.0,148.0,44.0,17.0,1.0,13.0,198.0
12-01-2020,226.0,161.0,1.0,30.0,2.0,14.0,226.0,161.0,1.0,30.0,2.0,14.0,226.0
13-01-2020,238.0,101.0,3.0,26.0,1.0,11.0,238.0,101.0,3.0,26.0,1.0,11.0,238.0
14-01-2020,182.0,106.0,5.0,23.0,1.0,9.0,182.0,106.0,5.0,23.0,1.0,9.0,182.0
15-01-2020,172.0,123.0,1.0,23.0,2.0,12.0,172.0,123.0,1.0,23.0,2.0,12.0,172.0
16-01-2020,195.0,89.0,2.0,17.0,1.0,12.0,195.0,89.0,2.0,17.0,1.0,12.0,195.0
17-01-2020,164.0,116.0,3.0,21.0,1.0,12.0,164.0,116.0,3.0,21.0,1.0,12.0,164.0
18-01-2020,182.0,110.0,6.0,16.0,1.0,9.0,182.0,110.0,6.0,16.0,1.0,9.0,182.0
19-01-2020,181.0,121.0,12.0,23.0,2.0,10.0,181.0,121.0,12.0,23.0,2.0,10.0,181.0
20-01-2020,187.0,157.0,9.0,34.0,1.0,15.0,187.0,157.0,9.0,34.0,1.0,15.0,187.0
21-01-2020,219.0,221.0,2.0,26.0,1.0,15.0,219.0,221.0,2.0,26.0,1.0,15.0,221.0
22-01-2020,259.0,80.0,11.0,12.0,1.0,10.0,259.0,80.0,11.0,12.0,1.0,10.0,259.0
23-01-2020,132.0,90.0,77.0,19.0,1.0,10.0,132.0,90.0,77.0,19.0,1.0,10.0,132.0
24-01-2020,150.0,123.0,13.0,22.0,1.0,11.0,150.0,123.0,13.0,22.0,1.0,11.0,150.0
25-01-2020,186.0,181.0,13.0,16.0,2.0,15.0,186.0,181.0,13.0,16.0,2.0,15.0,186.0
26-01-2020,247.0,167.0,2.0,38.0,3.0,9.0,247.0,167.0,2.0,38.0,3.0,9.0,247.0
27-01-2020,238.0,92.0,3.0,24.0,3.0,10.0,238.0,92.0,3.0,24.0,3.0,10.0,238.0
28-01-2020,170.0,77.0,6.0,17.0,3.0,6.0,170.0,77.0,6.0,17.0,3.0,6.0,170.0
29-01-2020,147.0,89.0,7.0,21.0,3.0,8.0,147.0,89.0,7.0,21.0,3.0,8.0,147.0
30-01-2020,153.0,84.0,6.0,20.0,3.0,10.0,153.0,84.0,6.0,20.0,3.0,10.0,153.0
31-01-2020,158.0,102.0,10.0,18.0,2.0,7.0,158.0,102.0,10.0,18.0,2.0,7.0,158.0
01-02-2020,170.0,106.0,11.0,18.0,3.0,8.0,170.0,106.0,11.0,18.0,3.0,8.0,170.0
02-02-2020,175.0,121.0,14.0,21.0,3.0,9.0,175.0,121.0,14.0,21.0,3.0,9.0,175.0
03-02-2020,183.0,160.0,12.0,32.0,2.0,16.0,183.0,160.0,12.0,32.0,2.0,16.0,183.0
04-02-2020,218.0,129.0,11.0,27.0,3.0,10.0,218.0,129.0,11.0,27.0,3.0,10.0,218.0
05-02-2020,185.0,105.0,15.0,22.0,3.0,11.0,185.0,105.0,15.0,22.0,3.0,11.0,185.0
06-02-2020,168.0,134.0,13.0,23.0,3.0,8.0,168.0,134.0,13.0,23.0,3.0,8.0,168.0
07-02-2020,185.0,123.0,14.0,21.0,3.0,9.0,185.0,123.0,14.0,21.0,3.0,9.0,185.0
08-02-2020,181.0,126.0,15.0,22.0,3.0,9.0,181.0,126.0,15.0,22.0,3.0,9.0,181.0
09-02-2020,189.0,142.0,17.0,21.0,3.0,10.0,189.0,142.0,17.0,21.0,3.0,10.0,189.0
10-02-2020,199.0,157.0,11.0,23.0,2.0,10.0,199.0,157.0,11.0,23.0,2.0,10.0,199.0
11-02-2020,204.0,160.0,4.0,25.0,4.0,6.0,204.0,160.0,4.0,25.0,4.0,6.0,204.0
12-02-2020,183.0,106.0,3.0,23.0,5.0,7.0,183.0,106.0,3.0,23.0,5.0,7.0,183.0
13-02-2020,152.0,122.0,8.0,22.0,6.0,9.0,152.0,122.0,8.0,22.0,6.0,9.0,152.0
14-02-2020,142.0,106.0,1.0,34.0,5.0,11.0,142.0,106.0,1.0,34.0,5.0,11.0,142.0
15-02-2020,165.0,119.0,5.0,31.0,5.0,10.0,165.0,119.0,5.0,31.0,5.0,10.0,165.0
16-02-2020,176.0,166.0,10.0,35.0,4.0,11.0,176.0,166.0,10.0,35.0,4.0,11.0,176.0
17-02-2020,206.0,135.0,19.0,38.0,6.0,10.0,206.0,135.0,19.0,38.0,6.0,10.0,206.0
18-02-2020,184.0,139.0,10.0,44.0,6.0,8.0,184.0,139.0,10.0,44.0,6.0,8.0,184.0
19-02-2020,186.0,131.0,12.0,37.0,5.0,10.0,186.0,131.0,12.0,37.0,5.0,10.0,186.0
20-02-2020,177.0,65.0,19.0,25.0,5.0,8.0,177.0,65.0,19.0,25.0,5.0,8.0,177.0
21-02-2020,119.0,104.0,2.0,25.0,5.0,16.0,119.0,104.0,2.0,25.0,5.0,16.0,119.0
22-02-2020,152.0,99.0,2.0,22.0,4.0,9.0,152.0,99.0,2.0,22.0,4.0,9.0,152.0
23-02-2020,155.0,89.0,3.0,23.0,5.0,10.0,155.0,89.0,3.0,23.0,5.0,10.0,155.0
24-02-2020,139.0,123.0,3.0,24.0,5.0,12.0,139.0,123.0,3.0,24.0,5.0,12.0,139.0
25-02-2020,165.0,128.0,11.0,26.0,5.0,9.0,165.0,128.0,11.0,26.0,5.0,9.0,165.0
26-02-2020,182.0,109.0,7.0,30.0,4.0,11.0,182.0,109.0,7.0,30.0,4.0,11.0,182.0
27-02-2020,171.0,97.0,8.0,26.0,5.0,8.0,171.0,97.0,8.0,26.0,5.0,8.0,171.0
28-02-2020,161.0,73.0,6.0,25.0,4.0,8.0,161.0,73.0,6.0,25.0,4.0,8.0,161.0
29-02-2020,140.0,61.0,9.0,25.0,5.0,12.0,140.0,61.0,9.0,25.0,5.0,12.0,140.0
01-03-2020,104.0,105.0,10.0,25.0,4.0,11.0,104.0,105.0,10.0,25.0,4.0,11.0,105.0
02-03-2020,171.0,87.0,2.0,30.0,4.0,14.0,171.0,87.0,2.0,30.0,4.0,14.0,171.0
03-03-2020,158.0,74.0,6.0,27.0,4.0,9.0,158.0,74.0,6.0,27.0,4.0,9.0,158.0
04-03-2020,153.0,61.0,6.0,23.0,4.0,9.0,153.0,61.0,6.0,23.0,4.0,9.0,153.0
05-03-2020,92.0,33.0,5.0,18.0,3.0,8.0,92.0,33.0,5.0,18.0,3.0,8.0,92.0
06-03-2020,68.0,51.0,2.0,23.0,4.0,10.0,68.0,51.0,2.0,23.0,4.0,10.0,68.0
07-03-2020,102.0,70.0,3.0,21.0,4.0,9.0,102.0,70.0,3.0,21.0,4.0,9.0,102.0
08-03-2020,133.0,75.0,2.0,19.0,4.0,8.0,133.0,75.0,2.0,19.0,4.0,8.0,133.0
09-03-2020,125.0,87.0,3.0,21.0,6.0,10.0,125.0,87.0,3.0,21.0,6.0,10.0,125.0
10-03-2020,149.0,72.0,2.0,23.0,5.0,9.0,149.0,72.0,2.0,23.0,5.0,9.0,149.0
