name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"INDIRA GANDHI INTERNATIONAL, IN	",2025-02-26,30,17,23.7,29.9,17,23.5,13.5,55.9,0,0,0,,0,0,23,11.2,113.4,1018.6,59.3,3.6,203.4,17.5,8,10,2025-02-26T06:49:46,2025-02-26T18:19:44,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-02-27,24,20,22,24,20,22,14.8,64.2,0,0,0,,0,0,34.2,18.4,53.4,1015.7,82.4,3.7,112.3,9.8,4,10,2025-02-27T06:48:46,2025-02-27T18:20:23,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-02-28,25,19,21.4,25,19,21.4,15.1,68.5,3.5,100,20.83,rain,0,0,40,25.4,104.1,1012.4,78.1,4,162.4,14,6,10,2025-02-28T06:47:45,2025-02-28T18:21:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-01,26.3,18,21.6,26.3,18,21.6,17.2,77.6,0.996,100,8.33,rain,0,0,33.1,18.4,58.2,1013.5,61.5,4.3,187.7,16.2,7,10,2025-03-01T06:46:43,2025-03-01T18:21:41,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-02,25.9,16,20.4,25.9,16,20.4,11.4,61.8,0,0,0,,0,0,35.3,18.4,305.8,1013.2,8.9,4,247.1,21.3,9,10,2025-03-02T06:45:40,2025-03-02T18:22:20,0.08,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-03,29,13,21.2,27.7,13,21,9.2,50.2,0,0,0,,0,0,22,13,157.9,1011.8,13,4,239.4,20.6,8,10,2025-03-03T06:44:37,2025-03-03T18:22:58,0.11,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-04,26,16.4,20.9,26,16.4,20.9,11.9,58,0,0,0,,0,0,37.1,24.6,263.2,1013.4,21.3,4.3,246.7,21.6,9,10,2025-03-04T06:43:33,2025-03-04T18:23:36,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-05,24,10,17.3,24,10,17.3,6.5,54.5,0,0,0,,0,0,46.4,27.7,267.9,1014.7,0,4.4,260.8,22.4,9,10,2025-03-05T06:42:29,2025-03-05T18:24:13,0.18,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-06,27,9,18.7,26.3,7.6,18.5,4.5,43.7,0,0,0,,0,0,40.7,25.7,266.4,1012.7,0,4.4,259.2,22.3,9,10,2025-03-06T06:41:24,2025-03-06T18:24:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-07,28,12,20.2,26.8,12,20,8.1,49.4,0,0,0,,0,0,27.7,16.6,275.9,1011.2,1.3,5.7,255.9,22,9,10,2025-03-07T06:40:19,2025-03-07T18:25:27,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-08,29,14,21.8,27.9,14,21.5,10.2,51.5,0,0,0,,0,0,29.9,16.6,268.7,1009.5,4.2,4.2,259.8,22.6,9,10,2025-03-08T06:39:13,2025-03-08T18:26:04,0.29,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-09,31,16,24.1,29.3,16,23.8,12,50.2,0,0,0,,0,0,26.6,11.2,109.9,1012.7,16.7,4,254.5,21.8,9,10,2025-03-09T06:38:07,2025-03-09T18:26:40,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-10,31,19,24.8,29.7,19,24.5,12.7,49.1,0,0,0,,0,0,37.1,20.2,113.6,1015.9,33.5,4,246.6,21.5,9,10,2025-03-10T06:37:00,2025-03-10T18:27:16,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-11,33,19,25.9,31.4,19,25.5,14.2,52.3,0,0,0,,0,0,18,13,318,1013.7,34.7,3.6,243.6,21,8,10,2025-03-11T06:35:53,2025-03-11T18:27:52,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-12,31.4,18,24.4,31.8,18,24.2,15.9,64.8,0,0,0,,0,0,31.7,18.4,271.4,1009.8,27.8,4,252,21.8,9,10,2025-03-12T06:34:45,2025-03-12T18:28:27,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-13,32,19,25.4,30.8,19,25.3,15.6,57.6,0,0,0,,0,0,38.5,11.2,257,1007.9,50.2,3.3,244.7,21.1,8,10,2025-03-13T06:33:38,2025-03-13T18:29:03,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-14,34,18.8,25.6,32.3,18.8,25.2,14.4,55.8,0,0,0,rain,0,0,28.1,13,117.4,1009.3,49.4,4.4,238.8,20.6,8,10,2025-03-14T06:32:30,2025-03-14T18:29:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-15,31,19.8,24.8,30.2,19.8,24.7,13.7,51.6,0,0,0,,0,0,38.2,18.4,30.4,1011.1,44.2,5.6,246.4,21.4,8,10,2025-03-15T06:31:21,2025-03-15T18:30:12,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-16,30,18,23.8,29,18,23.6,13.6,56.4,0,0,0,,0,0,31.7,18.4,291.1,1012.5,20.4,4,247.7,21.4,9,10,2025-03-16T06:30:13,2025-03-16T18:30:47,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-17,28,17,22.9,27.7,17,22.9,14.1,59.8,0,0,0,,0,0,34.9,18.2,286.8,1013.4,17.9,3.8,257,22.4,8,10,2025-03-17T06:29:04,2025-03-17T18:31:21,0.6,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-18,29,17,22.7,27.8,17,22.5,12.4,55.9,0,0,0,,0,0,28.8,18.4,277.3,1013.1,7.3,3.7,274.7,23.6,9,10,2025-03-18T06:27:55,2025-03-18T18:31:56,0.63,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-19,31,17,24.1,29.6,17,23.7,11.5,48.7,0,0,0,,0,0,32.4,18.4,287.9,1013.9,11.5,4,270.6,23.3,9,10,2025-03-19T06:26:46,2025-03-19T18:32:30,0.66,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-20,32,18,25.5,29.9,18,24.8,11.6,47.6,0,0,0,,0,0,32.4,20.5,299.9,1014.8,5.4,3.9,260.9,22.5,9,10,2025-03-20T06:25:36,2025-03-20T18:33:04,0.7,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-21,31,16,24,29.5,16,23.6,11.4,49.2,0,0,0,,0,0,35.6,20.5,281.9,1014.6,0,3.8,276.9,23.8,9,10,2025-03-21T06:24:27,2025-03-21T18:33:38,0.73,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-22,31,18,24.6,29.7,18,24.2,11.9,47.8,0,0,0,,0,0,33.5,18.2,281.1,1013.2,14.6,4.1,268.1,23.4,9,10,2025-03-22T06:23:17,2025-03-22T18:34:11,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-23,33,17,25.6,31.1,17,25,10.5,41.9,0,0,0,,0,0,19.1,11,261.3,1014.7,0,4.3,282.5,24.4,9,10,2025-03-23T06:22:08,2025-03-23T18:34:45,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-24,34,18,26.5,31.8,18,25.6,9.7,40.4,0,0,0,,0,0,24.5,11.2,233.8,1014.2,0,4.1,282,24.2,9,10,2025-03-24T06:20:58,2025-03-24T18:35:18,0.83,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-25,36,19,28,33.6,19,27,9.6,36,0,0,0,,0,0,22,13,19.2,1010,0,4,282.2,24.2,9,10,2025-03-25T06:19:49,2025-03-25T18:35:52,0.86,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-26,37,20,29.5,34.8,20,28.4,10.1,35.1,0,0,0,,0,0,27,13,207.5,1007.2,0,3.8,283.6,24.2,9,10,2025-03-26T06:18:39,2025-03-26T18:36:25,0.89,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-27,35,23,29.3,33.7,23,28.5,11.3,34.9,0,0,0,,0,0,33.5,20.5,272.6,1007.1,28.7,4.2,273.2,23.7,9,10,2025-03-27T06:17:30,2025-03-27T18:36:58,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-28,31,20,25.1,29,20,24.6,6.7,34.3,0,0,0,,0,0,39.6,23.3,282.9,1009.9,1,4,295.6,25.7,10,10,2025-03-28T06:16:20,2025-03-28T18:37:32,0.96,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-29,29,13,22.3,27.4,13,22,2.5,28.8,0,0,0,,0,0,37.8,20,276,1010.8,37.8,4.3,257,22.1,9,10,2025-03-29T06:15:11,2025-03-29T18:38:05,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-30,31,16,24.1,29,16,23.5,4.2,29.9,0,0,0,,0,0,38.5,20.4,280.3,1011,23.3,4.3,298.4,25.8,10,10,2025-03-30T06:14:02,2025-03-30T18:38:38,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-03-31,34,15,25.7,31.5,15,24.8,5.2,30.3,0,0,0,,0,0,34.2,14.8,284.3,1011.2,0,4.3,299.9,25.9,10,10,2025-03-31T06:12:53,2025-03-31T18:39:11,0.06,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-01,34,17,26.5,31.5,17,25.6,4.4,27.5,0,0,0,,0,0,34.9,25.9,283,1010.2,0,4.5,302.1,26.1,10,10,2025-04-01T06:11:44,2025-04-01T18:39:44,0.1,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-02,35.5,17,26.9,33.2,17,25.9,6.1,30.7,0,0,0,,0,0,28.8,20.5,301.5,1011.1,0,3.8,301.8,26.1,10,10,2025-04-02T06:10:36,2025-04-02T18:40:18,0.13,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-03,37,18.1,29,34.1,18.1,27.7,5,27.2,0,0,0,,0,0,24.1,11.2,126.6,1011.5,19.7,6.8,292.4,25.2,10,10,2025-04-03T06:09:28,2025-04-03T18:40:51,0.17,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-04,37,23,30,34.2,23,28.7,6.2,25.1,0,0,0,,0,0,30.2,16.6,294,1011.2,17.6,4.2,297,25.4,10,10,2025-04-04T06:08:20,2025-04-04T18:41:24,0.2,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-05,35,20,28.6,32.6,20,27.6,8.5,30.8,0,0,0,,0,0,33.5,18.3,282.3,1009.2,1.7,4.6,300.4,25.9,10,10,2025-04-05T06:07:12,2025-04-05T18:41:57,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-06,37,21,29.4,35.5,21,28.5,10.1,33.1,0,0,0,,0,0,25.2,16.6,288.2,1007.4,1.7,4.1,299.1,25.7,10,10,2025-04-06T06:06:05,2025-04-06T18:42:30,0.27,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-07,39,23,31.6,37.2,23,30.4,10.4,30.4,0,0,0,,0,0,27,9.4,77.1,1008.4,3,4.2,295.9,25.6,9,10,2025-04-07T06:04:58,2025-04-07T18:43:04,0.3,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-08,39,27,32.7,37.2,26.6,31.9,12,30.4,0,0,0,,0,0,35.6,14.8,90.9,1010.3,0.9,4.1,295.2,25.6,9,10,2025-04-08T06:03:51,2025-04-08T18:43:37,0.34,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-09,40,27,33.7,39.5,27.5,34.1,16,37.5,0,0,0,,0,0,32.8,14.8,100.1,1008,7.4,3.7,278.6,24.1,9,10,2025-04-09T06:02:45,2025-04-09T18:44:11,0.37,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-10,39,27,32.4,37.4,27,31.9,13.5,33.6,0,0,0,,0,0,37.1,18.4,89.6,1003.8,42.7,3.9,259.4,22.5,9,10,2025-04-10T06:01:39,2025-04-10T18:44:44,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-11,34,20.7,27,35,20.7,27.3,17.7,59.8,1.971,100,4.17,rain,0,0,74.2,37.1,99.5,1004,46.5,3.7,262.6,22.8,9,10,2025-04-11T06:00:34,2025-04-11T18:45:18,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-12,33.3,20,27.2,34.9,20,27.1,15.6,53.1,0,0,0,,0,0,161.3,18.4,55.7,1007,30.7,4,283.7,24.4,9,30,2025-04-12T05:59:29,2025-04-12T18:45:52,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-13,35,23.2,29.6,33.8,23.2,29.2,13.4,38.9,0,0,0,rain,0,0,24.1,11.2,82.2,1008.4,28.8,3.9,273,23.5,9,10,2025-04-13T05:58:24,2025-04-13T18:46:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-14,36,23,30.1,37.3,23,30,15.3,43,0,0,0,,0,0,28.1,14.8,99.6,1008.6,6.3,4.8,298.1,25.6,10,10,2025-04-14T05:57:21,2025-04-14T18:47:00,0.54,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-15,36.4,25,30.8,35.7,25,30.6,14.9,39.9,0,0,0,,0,0,35.3,14.8,114.2,1009.1,14.3,4.3,274.4,23.6,9,10,2025-04-15T05:56:17,2025-04-15T18:47:34,0.58,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-16,37.7,26,32.1,37.3,26,32.1,15.4,38.3,0,0,0,,0,0,28.8,14.8,115.2,1007.3,14.2,4.2,277,23.9,9,10,2025-04-16T05:55:15,2025-04-16T18:48:08,0.61,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-17,39.1,27,33.2,39.5,27.1,33.3,15.2,35.9,0,0,0,,0,0,29.5,16.6,82.6,1005,15.7,3.9,292,25.1,9,10,2025-04-17T05:54:13,2025-04-17T18:48:42,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-18,39,26,32.2,40.3,26,33,17.6,44.3,0,0,0,rain,0,0,44.3,21.9,87.7,1003.3,15.6,3.8,284.5,24.5,9,10,2025-04-18T05:53:11,2025-04-18T18:49:17,0.68,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-19,38,27,31.8,40.3,27.5,33.4,18.6,47,0,0,0,,0,0,44.6,23.8,114.4,1003.6,15.2,4,297,25.6,9,30,2025-04-19T05:52:11,2025-04-19T18:49:51,0.71,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-20,38.1,26,32.6,40.5,26,34,18.6,46.1,0,0,0,,0,0,43.6,18.2,106.7,1003.9,19.4,4.1,300.9,26,10,10,2025-04-20T05:51:11,2025-04-20T18:50:26,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-21,40,28,33.1,36.7,26.6,31.9,6.6,26.7,0,0,0,,0,0,37.4,16.6,227.1,1007.3,25.7,4.4,310.5,26.7,10,10,2025-04-21T05:50:11,2025-04-21T18:51:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-22,40,24,31.4,36.5,24,29.6,-0.1,14.6,0,0,0,,0,0,37.1,18.4,257.7,1008.7,6.5,4.4,320,27.7,10,10,2025-04-22T05:49:13,2025-04-22T18:51:36,0.81,Clear,Clear conditions throughout the day.,clear-day,VIDP
"INDIRA GANDHI INTERNATIONAL, IN	",2025-04-23,40.3,22,32.4,36.4,22,30.4,-3.2,12.6,0,0,0,,0,0,37.1,20.5,273.7,1005.6,0,10.6,319.2,27.6,10,10,2025-04-23T05:48:15,2025-04-23T18:52:11,0.85,Clear,Clear conditions throughout the day.,clear-day,VIDP
