name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-03,30.3,16,23.9,28.8,16,23.5,9.2,42.4,0,0,0,,0,0,31.3,16.6,288.5,1012.2,37.2,3.3,301.9,26.1,10,,2020-04-03T06:09:11,2020-04-03T18:40:54,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-04,32.4,16,24.8,30.7,16,24.2,10.2,43.3,0,0,0,,0,0,33.5,17.5,293.6,1012.1,20.2,3.2,298.1,25.6,10,,2020-04-04T06:08:03,2020-04-04T18:41:28,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-05,33,20,26.1,32.2,20,25.8,13.1,46.5,0,0,0,,0,0,20.9,11.2,326.9,1012.7,25.9,3.1,287.1,24.8,9,,2020-04-05T06:06:55,2020-04-05T18:42:01,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-06,36.3,21.5,28.4,34.6,21.5,27.8,13.4,43.3,0,0,0,,0,0,29.2,18.4,302.1,1011.5,15.7,3,288,25,10,,2020-04-06T06:05:48,2020-04-06T18:42:34,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-07,33.3,19,26.6,31.8,19,26.2,13.1,45.9,0,0,0,,0,0,38.2,20.5,313,1010,39.3,3.2,287.1,24.9,10,,2020-04-07T06:04:41,2020-04-07T18:43:08,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-08,33.6,20.9,26.7,32.8,20.9,26.1,10.7,38.6,0,0,0,,0,0,31,18.4,300.1,1010.3,29.3,3.3,295.1,25.4,10,,2020-04-08T06:03:34,2020-04-08T18:43:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-09,32.7,17,26,31,17,25.4,10,38.9,0,0,0,,0,0,26.6,18.4,281.1,1010.8,36.4,3.7,303.2,26.1,10,,2020-04-09T06:02:28,2020-04-09T18:44:15,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-10,35.4,20.1,28.2,34,20.1,27.3,10.2,35.6,0,0,0,,0,0,23.4,11.2,299.9,1011.6,30.3,3.1,280.4,24.3,9,,2020-04-10T06:01:22,2020-04-10T18:44:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-11,37,23,29.6,36.2,23,28.7,11.5,35.2,0,0,0,,0,0,23.8,18.4,307.4,1012.3,30.2,3.4,298.2,25.6,10,,2020-04-11T06:00:17,2020-04-11T18:45:22,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-12,37,21,29.3,36.2,21,28.7,12.4,36.9,0,0,0,,0,0,27.4,18.4,286.2,1010.4,31.8,3.7,300,25.8,10,,2020-04-12T05:59:13,2020-04-12T18:45:56,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-13,38.3,23,30.4,37.7,23,30,13.4,37.6,0,0,0,,0,0,38.2,20.5,278.6,1008.2,30.1,3.5,289.5,24.9,9,,2020-04-13T05:58:08,2020-04-13T18:46:29,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-14,39.3,25,31.8,40.1,25,31.4,14.9,39.3,0,0,0,,0,0,22.3,9.3,149.1,1008.4,63.7,3.5,269.5,23.4,9,,2020-04-14T05:57:05,2020-04-14T18:47:03,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-15,39.3,26.7,32.6,36.5,26.9,31.2,9.2,27.1,0,0,0,,0,0,21.6,14.8,287.4,1008,61.4,3.2,262.5,22.7,9,,2020-04-15T05:56:02,2020-04-15T18:47:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-16,38.8,25,31,38,25,30.3,11.6,32,0,0,0,,0,0,32.8,16.6,288.6,1006.9,37.8,3.4,294.4,25.5,9,,2020-04-16T05:54:59,2020-04-16T18:48:12,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-17,37.6,25.6,31.1,36.2,25.6,30.5,13.5,35.6,0.044,100,4.17,rain,0,0,34.9,18.4,17.4,1006.3,74,3.7,244.6,21,10,,2020-04-17T05:53:57,2020-04-17T18:48:46,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-18,36.3,24,29.6,36.2,24,29.3,14,40.5,0.044,100,4.17,rain,0,0,34.6,22.3,71.3,1008.1,70.8,3.3,278.2,24.2,10,,2020-04-18T05:52:56,2020-04-18T18:49:21,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-19,35.6,22,28,34.9,22,27.6,14.6,47.9,0.697,100,4.17,rain,0,0,32.8,16.1,299.1,1008.1,52.2,3.4,294.9,25.3,10,,2020-04-19T05:51:55,2020-04-19T18:49:55,0.87,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-20,31,22.7,27.1,29.9,22.7,26.7,13,43.2,0,0,0,,0,0,31.7,16.6,208.5,1008.8,62.4,3.3,243.7,21.1,9,,2020-04-20T05:50:55,2020-04-20T18:50:30,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-21,34.5,20.7,27.8,33.2,20.7,27.1,13,43.7,0,0,0,,0,0,28.8,16.6,304.5,1009.1,50.2,3.4,293.2,25.5,9,,2020-04-21T05:49:56,2020-04-21T18:51:05,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-22,36.3,21.5,29.4,35.3,21.5,28.6,12.1,36.6,0,0,0,,0,0,26.6,14.8,286.6,1007.8,31.8,3.6,309.7,26.7,10,,2020-04-22T05:48:58,2020-04-22T18:51:40,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-23,34.9,26,29.6,35,26,28.9,12.6,36.4,0,0,0,,0,0,39.2,18.4,282.7,1006.8,69,3.2,244,21.2,9,,2020-04-23T05:48:00,2020-04-23T18:52:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-24,36.9,22.5,29.9,36.5,22.5,29.7,14.5,41.8,0,0,0,,0,0,18.4,11.2,171.6,1005.2,35.2,3.8,280.8,24.2,9,,2020-04-24T05:47:04,2020-04-24T18:52:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-25,37.3,25,30.6,38.3,25,30.3,13.7,37,0,0,0,,0,0,32,13.5,176.3,1005.4,58.7,3.9,263.2,22.7,9,,2020-04-25T05:46:07,2020-04-25T18:53:25,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-26,31,20.3,25.2,31,20.3,25.3,16.9,61.4,12.738,100,12.5,rain,0,0,46.4,27.7,102.3,1008.3,57.7,2.8,261.3,22.6,9,,2020-04-26T05:45:12,2020-04-26T18:54:01,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-27,34,19.1,26.2,34.7,19.1,26.3,17.1,60.9,0.425,100,4.17,rain,0,0,50.8,22.3,104.1,1011.1,25.8,3.7,247.1,21.4,9,,2020-04-27T05:44:18,2020-04-27T18:54:36,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-28,33,23.7,28.6,35.7,23.7,29.3,18.5,55.9,0,0,0,,0,0,28.1,16.5,102.2,1011.1,35.4,3.8,275.3,23.6,9,,2020-04-28T05:43:25,2020-04-28T18:55:12,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-29,36,24.9,30.5,38.2,24.9,31.4,18.5,50.6,0,0,0,,0,0,19.4,13,164.1,1008.4,27.9,3.5,296.1,25.5,9,,2020-04-29T05:42:32,2020-04-29T18:55:48,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-04-30,38.1,26.1,31.6,40.7,26.1,32.9,18.7,48.8,0,0,0,,0,0,33.5,14.8,124.4,1007.7,39.4,3.2,288,24.8,10,,2020-04-30T05:41:41,2020-04-30T18:56:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-01,39,24.9,31.6,41.1,24.9,33.1,19.1,50.4,0,0,0,,0,0,25.6,16.6,86.3,1006,12.2,3.3,304.4,26.2,10,,2020-05-01T05:40:50,2020-05-01T18:57:00,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-02,37.1,25,30.8,41,25,33.1,20.5,55.7,0,0,0,,0,0,42.1,21.3,105.4,1005.6,27.7,2.8,301.1,26,10,,2020-05-02T05:40:00,2020-05-02T18:57:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-03,33.1,22.5,28.2,35.8,22.5,29.9,20.6,64.1,7.123,100,12.5,rain,0,0,45.7,25.9,98.9,1006.7,69.5,2.7,232.6,20.1,7,,2020-05-03T05:39:12,2020-05-03T18:58:12,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-04,34.5,21.3,27.9,35.9,21.3,28.5,18.6,60,0,0,0,,0,0,24.8,14.8,20.4,1008.4,50.8,3.6,291.8,25.3,9,,2020-05-04T05:38:24,2020-05-04T18:58:48,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-05,36.5,23,30.7,37,23,31.3,17.7,48.7,0,0,0,,0,0,28.4,15.4,298.4,1007.1,46.1,3.5,302,26.1,9,,2020-05-05T05:37:38,2020-05-05T18:59:24,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-06,34,24.9,29.8,33.2,24.9,29.6,14.8,41.5,0,0,0,,0,0,33.5,14.8,107.5,1006.5,55.3,3.3,302.6,25.9,10,,2020-05-06T05:36:52,2020-05-06T19:00:01,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-07,37,24,30.4,35.4,24,29.8,13.6,38.8,0,0,0,,0,0,32.8,16.6,87.2,1007.1,13.2,4.1,320.3,27.5,10,,2020-05-07T05:36:08,2020-05-07T19:00:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-08,39.9,24.7,32.3,39.8,24.7,32.4,15.7,40.4,0,0,0,,0,0,20.5,13,129.3,1005.3,6.2,3.6,315.6,27.2,10,,2020-05-08T05:35:25,2020-05-08T19:01:13,0.53,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-09,41,25,33.3,42.5,25,35,19,46,0,0,0,,0,0,31.7,17.5,118.2,1005.8,13.4,3.5,308.7,26.6,10,,2020-05-09T05:34:43,2020-05-09T19:01:50,0.56,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-10,35.3,23.7,28.6,40.5,23.7,30,18.3,54.4,0.413,100,8.33,rain,0,0,46.4,22.3,94.8,1007.3,56.6,2.8,285.9,24.7,9,,2020-05-10T05:34:02,2020-05-10T19:02:26,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-11,35.2,21.4,29,38.1,21.4,30,18,53.1,0,0,0,,0,0,34.9,16.6,105.9,1008.1,44.5,3.1,280.4,24.1,9,,2020-05-11T05:33:22,2020-05-11T19:03:02,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-12,37.3,25.7,31.3,40,25.7,32.4,18.3,48,0,0,0,,0,0,26.6,14.8,78.3,1007.6,44,3.8,300,25.8,9,,2020-05-12T05:32:43,2020-05-12T19:03:38,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-13,34.9,26.7,30.5,37.3,28.5,31.9,19.1,51.9,0,0,0,,0,0,29.2,11.2,14.7,1006.8,66.8,3,268,23.1,8,,2020-05-13T05:32:06,2020-05-13T19:04:15,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42178099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-14,39,26,30.7,40.5,26,31.8,18.8,52.1,0.009,100,4.17,rain,0,0,37.1,18.4,126.6,1005.9,39,3.4,305.9,26.5,10,,2020-05-14T05:31:29,2020-05-14T19:04:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-15,39.5,24.9,32.3,41.9,24.9,32.5,16,39.9,0,0,0,,0,0,33.5,20.5,297.9,1005.5,27.8,3.6,315.6,27.1,10,,2020-05-15T05:30:54,2020-05-15T19:05:27,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-16,40.1,26,32.8,39.2,26,32.3,13.5,34.5,0,0,0,,0,0,31.3,22.2,294.1,1004.4,11.1,3.8,325.8,28.1,10,,2020-05-16T05:30:21,2020-05-16T19:06:02,0.79,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-17,40.9,24,32.7,42.1,24,32.1,13.1,32.8,0,0,0,,0,0,40.7,18.4,251.8,1002.9,37.7,2.8,302.5,26.1,9,,2020-05-17T05:29:48,2020-05-17T19:06:38,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-18,41,26,33,40.2,26,32.3,11.4,31.4,0,0,0,,0,0,37.1,24,289.6,1002,23.7,3.3,329.9,28.7,10,,2020-05-18T05:29:17,2020-05-18T19:07:14,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-19,41.8,23.9,33.9,39.5,23.9,32.6,9.5,23.9,0,0,0,,0,0,31.3,14.8,331.8,1001.4,22.8,3.4,322,27.7,10,,2020-05-19T05:28:47,2020-05-19T19:07:49,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-20,40.3,24.7,33.3,38.2,24.7,31.6,7.4,21.3,0,0,0,,0,0,36.7,20.5,297.4,1001.1,17.9,3.3,334.1,28.8,10,,2020-05-20T05:28:18,2020-05-20T19:08:24,0.92,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-21,42.6,26,35.1,40.1,26,33.2,7.6,20.3,0,0,0,,0,0,39.6,24.1,290.4,1000.3,0,3.7,335.5,29.1,10,,2020-05-21T05:27:51,2020-05-21T19:08:59,0.95,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-22,44.3,26.7,36,44.3,26.6,34.5,8.8,20.8,0,0,0,,0,0,29.5,20.5,307.9,1000.1,0.1,3.6,328.3,28.5,10,,2020-05-22T05:27:25,2020-05-22T19:09:34,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-23,44,29.3,37.4,44,28.7,36.1,10.1,20.8,0,0,0,,0,0,34.2,22.3,272.1,1001.2,38.5,3.3,303.8,26.2,9,,2020-05-23T05:27:00,2020-05-23T19:10:08,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-24,45,32.1,38.6,45,30.3,37.1,9.3,18.2,0,0,0,,0,0,38.9,22.3,288.8,1001.9,35.2,3.3,326.8,28.3,10,,2020-05-24T05:26:37,2020-05-24T19:10:42,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-25,44.9,29,37.4,44.9,28.2,36.6,11.7,23.3,0,0,0,,0,0,37.1,23.3,279.9,1001.5,12.4,4.1,328.6,28.4,10,,2020-05-25T05:26:15,2020-05-25T19:11:15,0.09,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-26,45.3,31.2,38.3,45.3,30.4,37.4,11,21.5,0,0,0,,0,0,40.7,27.8,278.7,999.7,23.8,3.8,317.2,27.3,10,,2020-05-26T05:25:54,2020-05-26T19:11:49,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-27,45.9,30.3,38.1,45.9,29.7,37.7,12,23.4,0,0,0,,0,0,35.3,22.3,308.4,998.1,45.5,3.7,313.7,27.1,9,,2020-05-27T05:25:35,2020-05-27T19:12:22,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-28,40.3,24.7,33.7,46.2,24.7,35.5,18.8,44.1,2.022,100,4.17,rain,0,0,51.8,35.9,95.6,999.8,68.7,3.3,291.5,25,9,,2020-05-28T05:25:17,2020-05-28T19:12:54,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-29,36.2,25.3,29.2,40.8,25.3,30.7,20.3,60.6,3.022,100,4.17,rain,0,0,47.2,31.9,103.7,1003.2,77.3,2.7,273.2,23.5,9,,2020-05-29T05:25:00,2020-05-29T19:13:26,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-30,33.9,23.9,28.7,40.3,23.9,30.4,20.5,62.7,0,0,0,,0,0,43.9,22.3,133,1005.3,53.1,3.5,240,20.7,8,,2020-05-30T05:24:45,2020-05-30T19:13:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-05-31,32.9,22,25.7,37,22,26.5,21.2,78,14.912,100,12.5,rain,0,0,51.8,33.5,134.2,1007.3,74.3,3.3,263.5,22.9,9,,2020-05-31T05:24:31,2020-05-31T19:14:28,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-01,35,21.5,28.6,37.6,21.5,30.1,20,62.4,0,0,0,,0,0,25.6,9.4,84.4,1007.5,35.9,3.8,309.9,26.8,10,,2020-06-01T05:24:18,2020-06-01T19:14:58,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-02,36,26,31,38.3,26,32.6,19.6,53.3,0,0,0,,0,0,22,22.3,291.6,1005.7,45,3.8,286.7,24.8,9,,2020-06-02T05:24:07,2020-06-02T19:15:28,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-03,36.1,26.7,31.3,39.5,28.5,33.2,19.7,52.1,0.011,100,4.17,rain,0,0,28.1,11.2,222.8,1003.7,44.4,3.6,283.8,24.6,9,,2020-06-03T05:23:57,2020-06-03T19:15:57,0.41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-04,35.3,25.7,29.2,40.1,25.7,30.8,20.1,58.8,0.782,100,4.17,rain,0,0,40.7,22.3,114.4,1002.7,70.7,2.8,217,18.9,7,,2020-06-04T05:23:49,2020-06-04T19:16:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-05,34.8,25.5,29.1,37,25.5,30.2,19.4,57.4,0.806,100,12.5,rain,0,0,27,22.3,133.2,1003,69.4,2.9,277.6,24,9,,2020-06-05T05:23:41,2020-06-05T19:16:54,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-06,36.1,25,30.4,40.5,25,32.8,21.5,61.3,0,0,0,,0,0,22,14.8,112.9,1002.2,52.9,3.4,290.5,25.1,9,,2020-06-06T05:23:35,2020-06-06T19:17:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-07,34,24,29.4,37.3,24,31.6,21.4,63.7,6.022,100,16.67,rain,0,0,37.1,18.4,41.9,1002,48.6,3,293.1,25.3,9,,2020-06-07T05:23:31,2020-06-07T19:17:47,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-08,37.1,26,32,40.5,26,34.7,20.9,53.8,0,0,0,,0,0,32,14.8,303.6,1001.6,21.5,3.3,285.6,24.7,9,,2020-06-08T05:23:28,2020-06-08T19:18:13,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-09,40.6,28.5,34.9,44.6,31.9,38.6,21.2,46.9,0,0,0,,0,0,31.3,20.5,322.5,1001.3,31,3.3,279.8,24.4,9,,2020-06-09T05:23:26,2020-06-09T19:18:37,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-10,42.2,29.9,34.8,47.8,34.3,39.1,21.7,49.8,0.693,100,4.17,rain,0,0,37.8,24.1,258.4,1000.9,39.3,3.5,287.9,24.9,9,,2020-06-10T05:23:25,2020-06-10T19:19:01,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2020-06-11,40.2,28,34.5,46.7,31.1,39.2,22.2,50.9,0,0,0,,0,0,24.1,16.6,283.2,999.7,38,3.3,284.2,24.4,9,,2020-06-11T05:23:26,2020-06-11T19:19:24,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
