name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"INDIRA GANDHI INTERNATIONAL, IN",2019-07-30,33.1,28,30.3,44,32.8,37.2,25.5,76,0,0,0,,0,0,33.8,16.4,88,1001.3,66.1,3.7,196.9,16.9,6,,2019-07-30T05:41:46,2019-07-30T19:14:07,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-07-31,33.1,28.2,30.4,42.3,32.9,37.5,25.7,76.5,3.1,100,16.67,rain,0,0,23.8,20.5,99.2,1000.4,82.9,3,124.9,10.7,5,,2019-07-31T05:42:19,2019-07-31T19:13:28,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-01,35.5,28.3,31.4,45.3,34,39.2,25.8,73,0,0,0,,0,0,23.8,16.2,107.4,1000,68.6,2.9,174.7,15,7,,2019-08-01T05:42:53,2019-08-01T19:12:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-02,33.3,27.1,29.5,43.9,30.8,36.6,26.2,83.1,9.78,100,4.17,rain,0,0,37.1,18,95.2,999.2,62,2.5,176.9,15,7,,2019-08-02T05:43:26,2019-08-02T19:12:06,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-03,31,26.8,28.5,41.4,30.6,35.2,26.5,89.4,12.723,100,8.33,rain,0,0,25.9,18,93.8,999.3,77.1,2.4,173.5,15.1,6,,2019-08-03T05:44:00,2019-08-03T19:11:24,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-04,35.3,27.3,29.7,48.7,32.1,38.4,27.2,87.3,21.534,100,4.17,rain,0,0,27.7,9.4,87.7,998.2,68.9,2.2,113.4,9.9,4,,2019-08-04T05:44:33,2019-08-04T19:10:40,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-05,35,27.5,30.6,46.8,32.8,40.3,27.3,83.3,0.498,100,4.17,rain,0,0,27.7,11.2,133.9,996.3,62.7,2.1,209.4,18.1,7,,2019-08-05T05:45:07,2019-08-05T19:09:55,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-06,30,24.9,27.8,42.3,24.9,33.7,26.7,93.8,46.216,100,12.5,rain,0,0,23.4,16.6,98.4,997,77.4,2.4,142.2,12.2,5,,2019-08-06T05:45:40,2019-08-06T19:09:09,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-07,34,26.3,29.8,45.3,26.3,36.4,26,81.2,0,0,0,,0,0,26.6,18.1,84.2,996.8,71.6,2.7,170.1,14.8,6,,2019-08-07T05:46:14,2019-08-07T19:08:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-08,37.1,28,32,47.7,33.2,40.6,26.1,72.1,0,0,0,,0,0,28.1,14.4,87.3,996.4,72.5,3.5,217.4,18.6,9,,2019-08-08T05:46:47,2019-08-08T19:07:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-09,33,29,30.8,40.8,32.8,37.1,24.6,69.5,0.02,100,4.17,rain,0,0,47.5,25.1,88.5,998.2,66.3,3.9,201.5,17.3,6,,2019-08-09T05:47:20,2019-08-09T19:06:44,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-10,32.1,27,29.6,40.8,31.3,36,25.5,79.3,0,0,0,,0,0,48.6,25.5,100.6,999.2,70.9,3.6,188,16.2,6,,2019-08-10T05:47:53,2019-08-10T19:05:53,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-11,36,27,31.6,46.4,31.3,39.2,25.6,71.7,0,0,0,,0,0,23.8,14.6,144.5,1000.6,43,3.5,241.6,20.8,8,,2019-08-11T05:48:26,2019-08-11T19:05:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-12,35,28,30.3,48.8,32.8,39,26.7,81.3,0.613,100,12.5,rain,0,0,28.1,11.2,248.2,1000.9,74.5,3.5,203.5,17.4,7,,2019-08-12T05:48:59,2019-08-12T19:04:09,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-13,35,27,29.3,47.1,31.3,36.7,26.7,86.2,24.67,100,4.17,rain,0,0,37.1,18.3,262.1,1001.3,66.6,3,210.2,18.1,8,,2019-08-13T05:49:32,2019-08-13T19:03:16,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-14,33.1,26,28.9,44.2,26,35.4,26.7,88.4,28.472,100,4.17,rain,0,0,27,14.4,238.8,1002.4,80,2.2,157.5,13.5,7,,2019-08-14T05:50:04,2019-08-14T19:02:22,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-15,33.1,25.6,29.9,44.4,25.6,37.7,26.5,82.8,17.714,100,4.17,rain,0,0,44.3,20.6,70.4,1002.1,76.3,2.8,179.9,15.6,7,,2019-08-15T05:50:37,2019-08-15T19:01:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-16,31.5,27,28.6,40,30.6,34,25.3,83,0.435,100,8.33,rain,0,0,43.2,23.8,85.8,1000.2,79.6,3.3,179.6,15.7,7,,2019-08-16T05:51:09,2019-08-16T19:00:30,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-17,28,26,26.8,34.6,26,29.4,25.8,94.5,7.696,100,16.67,rain,0,0,40,22,109.5,999.3,86.4,2.4,62.3,5.5,3,,2019-08-17T05:51:41,2019-08-17T18:59:33,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-18,29.3,25.5,27.2,36.9,25.5,30.5,25.8,91.9,8.647,100,16.67,rain,0,0,33.8,18.3,259.3,1003.2,84,2.6,130.1,11.3,6,,2019-08-18T05:52:13,2019-08-18T18:58:35,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-19,33.3,25.5,29.6,43.7,25.5,35.8,25.6,80.1,0.293,100,4.17,rain,0,0,26.3,14.8,285.9,1005.5,51.1,2.7,203.3,17.4,8,,2019-08-19T05:52:45,2019-08-19T18:57:36,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-20,34.6,27.9,30.4,42.2,32.9,36.6,25.1,75.1,0,0,0,,0,0,33.5,20.1,288.8,1004.7,62.4,2.6,237,20.4,8,,2019-08-20T05:53:16,2019-08-20T18:56:37,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-21,35.1,27,31,43.2,31.3,37.2,24.9,71.6,0,0,0,,0,0,33.1,20.2,277.7,1003.3,42.9,2.8,264.4,22.7,8,,2019-08-21T05:53:48,2019-08-21T18:55:36,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-22,35,26.1,29.2,42.5,26.1,33.6,23.8,73.1,0.004,100,4.17,rain,0,0,29.5,12.8,251.3,1003.8,61.3,2.8,249.6,21.5,8,,2019-08-22T05:54:19,2019-08-22T18:54:35,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-23,36,27,31,43.9,30.2,36.8,24.4,68.7,0.013,100,4.17,rain,0,0,25.6,14.6,287.9,1003.4,47.1,2.7,230,19.8,8,,2019-08-23T05:54:50,2019-08-23T18:53:33,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-24,33.3,27.5,30.3,42.6,31.4,37.3,25.5,75.6,1.956,100,4.17,rain,0,0,28.1,14.7,88.9,1003.6,60.8,2.5,207.7,17.8,8,,2019-08-24T05:55:21,2019-08-24T18:52:31,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-25,32.2,26,27.9,39.6,26,32.1,25,84.9,3.96,100,8.33,rain,0,0,29.5,13,86.7,1004.3,75.6,2.5,139.4,12,7,,2019-08-25T05:55:52,2019-08-25T18:51:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-26,33.9,26,30,43.2,26,35,24.6,73.9,0,0,0,,0,0,41.4,18,89.5,1003.9,67.5,3.5,206.6,17.9,7,,2019-08-26T05:56:23,2019-08-26T18:50:23,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-27,35.1,27.7,31.7,42.8,32.3,38.7,25.1,69.5,0,0,0,,0,0,25.6,11.2,83.2,1002.8,46.1,3.3,242.4,20.8,8,,2019-08-27T05:56:53,2019-08-27T18:49:19,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-28,37.1,28,32.1,46,32.8,39.4,25.1,67.7,0,0,0,,0,0,35.3,14.6,99.3,1003.8,50.3,3.7,253.4,21.7,8,,2019-08-28T05:57:24,2019-08-28T18:48:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-29,35.7,29,31.8,44.9,33.7,39.4,25.4,69.8,0,0,0,,0,0,29.5,18,116.6,1005,55.4,3.6,230.6,19.8,8,,2019-08-29T05:57:54,2019-08-29T18:47:08,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-30,35.1,28,31.7,45.4,32,39,25.4,70.2,0,0,0,,0,0,18.4,12.8,139.3,1002.5,62.9,3,222.1,18.9,7,,2019-08-30T05:58:24,2019-08-30T18:46:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2019-08-31,35.5,29.7,31.8,45.9,36.3,39.6,25.6,70.5,1.969,100,4.17,rain,0,0,27.7,13.4,170.8,1000.3,52.2,2.8,232.8,20,9,,2019-08-31T05:58:54,2019-08-31T18:44:55,0.03,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-01,32.1,27.1,29.7,39.2,30.4,36,25.3,78.1,0.009,100,4.17,rain,0,0,28.4,22.2,96.9,1002.4,68.8,3.2,128.5,11.2,6,,2019-09-01T05:59:24,2019-09-01T18:43:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-02,35.1,27,30.8,44.7,30.7,37.4,25.2,73.1,0,0,0,,0,0,16.2,11.1,88.2,1002.7,58.4,3,223.9,19.4,7,,2019-09-02T05:59:54,2019-09-02T18:42:39,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-03,35,29,31.5,45.1,35.7,40,26.1,73.9,0,0,0,,0,0,18.7,9.4,21.5,1001.6,73.6,2.3,192.6,16.6,7,,2019-09-03T06:00:24,2019-09-03T18:41:31,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-04,34.1,29,31.1,43.9,35.7,39.9,26.4,76.5,0,0,0,,0,0,23.4,13,93.2,1001.2,77.1,2,169,14.5,7,,2019-09-04T06:00:53,2019-09-04T18:40:22,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-05,35.8,28,31,43.6,33.6,38.7,25.9,75.4,0,0,0,,0,0,23,18.4,103.1,1001.3,69.8,3,201.2,17.3,8,,2019-09-05T06:01:23,2019-09-05T18:39:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-06,35,28.9,30.7,43.9,34.2,38,25.7,75.6,0.196,100,4.17,rain,0,0,37.1,18.4,114.4,1000.5,72.7,3.2,213.2,18.3,7,,2019-09-06T06:01:52,2019-09-06T18:38:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-07,35.3,27,30.3,44.9,30.7,37.2,25.7,77.5,1.034,100,4.17,rain,0,0,27,16.4,114,1001,70.6,2.9,177.6,15.3,6,,2019-09-07T06:02:22,2019-09-07T18:36:54,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-08,35.6,27,31.1,44.9,30.7,38.2,25.5,73.7,1.034,100,4.17,rain,0,0,19.8,13,43.8,1002.6,61.7,2.7,232,20,8,,2019-09-08T06:02:51,2019-09-08T18:35:44,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-09,36.9,29,32.4,42.2,35.7,39.4,24.7,65.3,0,0,0,,0,0,18.7,14.8,316.7,1001.2,50.5,3,227.8,19.8,8,,2019-09-09T06:03:20,2019-09-09T18:34:33,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-10,37.4,28.5,32.6,44.6,34.1,39.3,24.5,63.7,0,0,0,,0,0,16.9,11.2,295,1000.5,52.4,2.9,245.7,21,8,,2019-09-10T06:03:49,2019-09-10T18:33:22,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-11,38,28.7,33,47.4,34.2,39.9,24.6,63.2,0,0,0,,0,0,18.4,12.8,131.6,1001.6,44.9,2.8,232,20,8,,2019-09-11T06:04:18,2019-09-11T18:32:11,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-12,36.7,29.9,32.1,49.5,36.4,40.7,26,70.7,0,0,0,,0,0,28.4,16,111.6,1003.2,48.1,2.7,188.6,16.2,6,,2019-09-12T06:04:47,2019-09-12T18:31:00,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-13,37.2,28,31.7,44.2,34.6,39.2,25.6,71.6,0,0,0,,0,0,25.6,14.6,104.4,1004.1,46.7,3.3,221.6,19.2,8,,2019-09-13T06:05:17,2019-09-13T18:29:49,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-14,34.6,28,30.8,41.6,32,37.1,24.8,71,0,0,0,,0,0,32,14.5,90.3,1004.9,63.8,3.5,152.7,13,6,,2019-09-14T06:05:46,2019-09-14T18:28:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-15,33,28,29.8,40.8,32.8,36.1,25.2,76.8,0.924,100,8.33,rain,0,0,25.2,13,104.2,1005,65,2.8,165.9,14.3,7,,2019-09-15T06:06:15,2019-09-15T18:27:25,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-16,36,28,31.5,42.4,33.3,37.7,24.8,69.4,0,0,0,,0,0,23,9.4,324.5,1003.6,41.7,3,229.5,19.8,8,,2019-09-16T06:06:44,2019-09-16T18:26:13,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2019-09-17,36,25.8,30.8,41,25.8,35.7,23.8,67.8,3.227,100,8.33,rain,0,0,32.8,13,117.7,1004.5,51.4,3.4,204.1,17.6,7,,2019-09-17T06:07:13,2019-09-17T18:25:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
