name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-14,33.3,26,29.9,39.5,26,34.3,23.8,71.1,0.132,100,4.17,rain,0,0,28.1,12.8,88.5,1008.2,40.3,4.1,235.2,20.5,8,,2016-09-14T06:06:06,2016-09-14T18:27:44,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-15,36,27.3,31.3,40.7,31,35.7,23,62.9,0,0,0,,0,0,18,14.7,328.9,1006.5,27.4,3.3,235.7,20.3,8,,2016-09-15T06:06:36,2016-09-15T18:26:32,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-16,35.5,26.5,31.2,39.2,26.5,34.8,22.3,61.1,0,0,0,,0,0,23.4,14.7,323.4,1005.5,5.1,4.1,246.4,21.1,8,,2016-09-16T06:07:05,2016-09-16T18:25:20,0.48,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-17,36,27,31.2,42,30.2,35.7,23.2,63.8,0,0,0,,0,0,17.3,10.9,53.4,1004.7,39.8,3.5,230.6,19.9,7,,2016-09-17T06:07:34,2016-09-17T18:24:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-18,35.3,26,31,41.1,26,35.2,23.2,64.8,0,0,0,,0,0,25.2,12.6,100.1,1005.7,33.5,3,237.5,20.6,8,,2016-09-18T06:08:03,2016-09-18T18:22:56,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-19,36.3,26.7,31.2,40.7,29.6,35.1,22.5,61.7,0,0,0,,0,0,19.1,11.2,106.4,1004.9,26.9,3.5,223.5,19.3,7,,2016-09-19T06:08:33,2016-09-19T18:21:44,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-20,37,25.9,31.8,41.9,25.9,35.4,22.2,58.7,0,0,0,,0,0,19.4,10.9,85,1004.1,16.9,2.9,228.4,19.7,8,,2016-09-20T06:09:02,2016-09-20T18:20:32,0.62,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-21,36.8,27,31.2,44.6,29.7,36.1,23.3,63.9,0.978,100,4.17,rain,0,0,37.1,17.7,95.4,1006,36.1,2.8,221.8,19,8,,2016-09-21T06:09:32,2016-09-21T18:19:20,0.66,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-22,31.3,26.7,28.9,36.7,29.4,32.9,23.7,74.3,0,0,0,,0,0,33.5,18.4,113.9,1008.7,58.7,3,142.7,12.4,6,,2016-09-22T06:10:01,2016-09-22T18:18:08,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-23,35,25.3,29.9,40.1,25.3,33,23,68.4,0,0,0,,0,0,19.1,11.2,108.3,1005.9,28.6,3.6,230.2,19.9,8,,2016-09-23T06:10:31,2016-09-23T18:16:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-24,34.9,25.6,29.7,40.7,25.6,33.8,23.5,70.3,0,0,0,,0,0,24.5,11,138.8,1004.7,58,3.2,218.4,19,8,,2016-09-24T06:11:01,2016-09-24T18:15:44,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-25,34,25.9,30,39.2,25.9,33.6,23,67.6,0,0,0,,0,0,21.6,9,87.8,1005.3,33.1,2.7,216.8,18.8,7,,2016-09-25T06:11:31,2016-09-25T18:14:33,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-26,34.1,26.3,30.7,39.5,26.3,35.1,23.4,66.3,0,0,0,,0,0,21.6,11,116.6,1006.7,31.6,2.9,218.7,19,7,,2016-09-26T06:12:01,2016-09-26T18:13:21,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-27,36,26.3,30.8,40.7,26.3,34.8,23,64.9,0,0,0,,0,0,27,11.2,142.1,1007.2,25.1,3.3,220.3,19.1,7,,2016-09-27T06:12:32,2016-09-27T18:12:10,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-28,36.3,26.5,31.4,40.2,26.5,35.2,22.6,61.6,0,0,0,,0,0,19.1,10.9,72.8,1006,17,2.5,219.4,19,8,,2016-09-28T06:13:02,2016-09-28T18:10:59,0.9,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-29,35.2,27,30.9,41.9,29.7,35.8,23.6,66,0,0,0,,0,0,20.5,11.2,110.6,1006.1,21.6,3,220.8,18.9,8,,2016-09-29T06:13:33,2016-09-29T18:09:48,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-09-30,35.1,26.2,30.9,40.7,26.2,35.6,23.5,66.1,0,0,0,,0,0,19.1,9.2,97.8,1006.3,31.4,3.2,222.9,19.4,8,,2016-09-30T06:14:04,2016-09-30T18:08:38,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-01,35.3,27.1,31.5,42.6,30.3,37,23.9,65.3,0,0,0,,0,0,25.9,10.9,101.6,1007.8,19.8,2.5,206.2,17.9,7,,2016-10-01T06:14:35,2016-10-01T18:07:28,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-02,35.6,28.3,31.7,42.1,33.6,38.4,24.8,67.5,0,0,0,,0,0,24.5,14.6,124.9,1009.3,35.1,3.7,201.6,17.4,7,,2016-10-02T06:15:07,2016-10-02T18:06:18,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-03,36,28.7,32.1,42,34.5,38.5,24.5,65.2,0,0,0,,0,0,20.2,14.5,82.8,1008,39.3,2.9,176.9,15.1,7,,2016-10-03T06:15:39,2016-10-03T18:05:08,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-04,35.4,24.7,29.7,43,24.7,34.7,24.5,74.6,1.965,100,4.17,rain,0,0,33.5,14.9,259.3,1006.2,53.8,2.1,197.4,17.1,7,,2016-10-04T06:16:11,2016-10-04T18:03:59,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-05,31,24.9,27.7,36.6,24.9,30.4,23.6,79.1,0,0,0,,0,0,20.9,9.4,277,1006,74.5,2.5,154.6,13.4,6,,2016-10-05T06:16:43,2016-10-05T18:02:51,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-06,35,26.3,29.8,43.2,26.3,34.4,24.1,72.5,0,0,0,,0,0,22,9.7,317,1007.3,50.5,2.3,203.8,17.4,7,,2016-10-06T06:17:15,2016-10-06T18:01:43,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-07,35,26,30,38.6,26,32.8,22.8,68.1,0,0,0,,0,0,25.2,14.8,297.3,1007.9,28.8,2.5,217.1,18.8,8,,2016-10-07T06:17:48,2016-10-07T18:00:35,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-08,35.1,24,29.8,37.7,24,31.7,21.1,62.2,0,0,0,,0,0,27.7,20.6,315.5,1007.8,4.8,2.9,222.3,19.1,8,,2016-10-08T06:18:22,2016-10-08T17:59:28,0.24,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-09,36,24.1,30,39.9,24.1,32.1,21.2,61,0,0,0,,0,0,20.5,10.9,37.7,1006.3,0,2.7,213.4,18.6,8,,2016-10-09T06:18:55,2016-10-09T17:58:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-10,33.8,25.9,28.9,34.3,25.9,29.7,18.5,54.7,0,0,0,,0,0,23.8,89.3,309.8,1006.8,30.9,3.3,215.1,18.6,8,,2016-10-10T06:19:29,2016-10-10T17:57:15,0.31,Partially cloudy,Partly cloudy throughout the day.,wind,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-11,34.3,23,28.4,34.2,23,28.4,17.5,55.1,0,0,0,,0,0,28.1,18.2,312.4,1007.4,0,2.7,230.8,19.8,8,,2016-10-11T06:20:03,2016-10-11T17:56:09,0.34,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-12,34.1,21,27.4,33.5,21,27.1,15,49.7,0,0,0,,0,0,30.2,20.4,292.4,1006.9,0,3.1,230.4,19.8,8,,2016-10-12T06:20:38,2016-10-12T17:55:05,0.37,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-13,35.1,22.1,27.9,34.8,22.1,27.5,13.6,43.6,0,0,0,,0,0,29.5,22,293.3,1008.8,0,3.5,231,19.9,8,,2016-10-13T06:21:13,2016-10-13T17:54:00,0.4,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-14,35.1,21,27.7,34.2,21,27.3,14.1,46.1,0,0,0,,0,0,24.5,16.5,312.6,1009.8,0,3.8,230.3,19.9,8,,2016-10-14T06:21:48,2016-10-14T17:52:57,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-15,34,19,26.7,32.9,19,26.4,13.8,47.4,0,0,0,,0,0,40.7,14.6,284.7,1011,0.1,2.7,229.4,19.9,8,,2016-10-15T06:22:24,2016-10-15T17:51:54,0.47,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-16,34.1,19,27,32.9,19,26.5,13.3,46.1,0,0,0,,0,0,21.6,16.3,308.7,1011.9,0,2.9,224.5,19.5,8,,2016-10-16T06:23:00,2016-10-16T17:50:52,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
