name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-17,34.1,20.5,26.3,32.8,20.5,25.8,13,47.4,0,0,0,,0,0,26.3,18.4,296.5,1011,0,2.7,223.9,19.4,8,,2016-10-17T06:23:36,2016-10-17T17:49:51,0.54,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-18,34,19,26.5,32.5,19,26.1,13.2,46.6,0,0,0,,0,0,25.2,16.4,307.9,1010.1,0,2.8,224.4,19.4,8,,2016-10-18T06:24:13,2016-10-18T17:48:50,0.57,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-19,35,18,27,33.3,18,26.4,12.7,45,0,0,0,,0,0,23.8,14.6,298,1008.9,0,3,222.1,19.2,8,,2016-10-19T06:24:51,2016-10-19T17:47:51,0.61,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-20,34.6,19.1,26.6,33,19.1,26.1,11.9,43.2,0,0,0,,0,0,32.4,18.2,301.1,1007.8,0,3,221.3,19,8,,2016-10-20T06:25:28,2016-10-20T17:46:52,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-21,34.8,21,27.3,33.8,21,26.8,12.4,41.5,0,0,0,,0,0,32,16.6,298.2,1008.8,0,3.5,214.7,18.5,8,,2016-10-21T06:26:07,2016-10-21T17:45:54,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-22,35,21,27.4,33.8,21,27.1,13.8,45.3,0,0,0,,0,0,36,18.6,290.3,1009.8,0,3.4,214.9,18.6,8,,2016-10-22T06:26:45,2016-10-22T17:44:57,0.71,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-23,33,19,26.3,32,19,25.8,13.2,47.5,0,0,0,,0,0,39.6,18.4,295.4,1009.6,0,2.3,214.6,18.5,8,,2016-10-23T06:27:24,2016-10-23T17:44:01,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-24,34.1,20,26.2,32.2,20,25.6,12.1,44.2,0,0,0,,0,0,34.6,19,286.5,1008.6,0,2.9,213.3,18.3,8,,2016-10-24T06:28:04,2016-10-24T17:43:06,0.78,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-25,32.7,21.2,26.2,32.7,21.2,25.9,13.6,47.2,0,0,0,,0,0,34.6,18.6,297.1,1009.2,7.9,3.1,208.6,18.1,8,,2016-10-25T06:28:44,2016-10-25T17:42:12,0.81,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-26,33.8,19,25.7,32.7,19,25.3,14.2,53.1,0,0,0,,0,0,27,13,319.6,1011.8,0,2.5,208.4,18,8,,2016-10-26T06:29:24,2016-10-26T17:41:19,0.85,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-27,32.5,19,24.9,31.2,19,24.6,13.7,52.7,0,0,0,,0,0,27.4,18,305.5,1014.9,0,1.5,212.5,18.3,8,,2016-10-27T06:30:05,2016-10-27T17:40:27,0.88,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-28,32,16,24.1,30.2,16,23.8,12.3,50.7,0,0,0,,0,0,26.3,16.3,298.4,1013,0,1.4,212.3,18.3,8,,2016-10-28T06:30:46,2016-10-28T17:39:36,0.92,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-29,33,17,24.6,31.5,17,24.2,12.6,51.2,0,0,0,,0,0,20.5,9.4,135.5,1013.1,0,1.3,208.1,18.1,8,,2016-10-29T06:31:28,2016-10-29T17:38:46,0.95,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-30,31.1,17.9,24,30.8,17.9,23.8,14.9,59.8,0,0,0,,0,0,17.6,9.2,77.3,1015,13.2,1,194.5,16.9,7,,2016-10-30T06:32:10,2016-10-30T17:37:58,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-10-31,30.1,17,23.2,29.3,17,23.1,15.2,63.8,0,0,0,,0,0,16.2,9.2,44.6,1017.7,0,1.1,202.4,17.6,7,,2016-10-31T06:32:53,2016-10-31T17:37:10,0.02,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-01,30.3,16,22.8,29.5,16,22.6,14.1,61.6,0,0,0,,0,0,20.9,9.2,312.4,1016.6,0,1,202.1,17.5,7,,2016-11-01T06:33:36,2016-11-01T17:36:24,0.05,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-02,29.1,17,22,29.5,17,22,15.7,68.9,0,0,0,,0,0,19.8,7.6,265.8,1016.4,0,0.2,199.1,17.2,7,,2016-11-02T06:34:19,2016-11-02T17:35:39,0.09,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-03,30.2,16.9,22.7,29.5,16.9,22.6,15.3,67.4,0,0,0,,0,0,20.9,9.2,328.1,1016.6,32.2,0.5,199.1,17.2,7,,2016-11-03T06:35:03,2016-11-03T17:34:55,0.12,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-04,30.1,17,22.8,29.5,17,22.6,14.6,63.5,0,0,0,,0,0,20.9,12.8,285.9,1013.7,0.3,0.9,196.9,17,7,,2016-11-04T06:35:47,2016-11-04T17:34:13,0.15,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-05,29.1,17,21.8,28.4,17,21.7,15,68.2,0,0,0,,0,0,26.6,13,298,1010.9,0,0.4,193.4,16.9,7,,2016-11-05T06:36:32,2016-11-05T17:33:32,0.19,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-06,30,15.5,21.5,28.7,15.5,21.3,14.5,68.4,0,0,0,,0,0,22,9.2,322.1,1011.5,0.2,0.2,196.3,17.1,7,,2016-11-06T06:37:17,2016-11-06T17:32:52,0.22,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-07,29,16,21.6,28.1,16,21.4,13.1,62.7,0,0,0,,0,0,31,14.9,291.2,1013.1,0,0.6,195.2,16.9,7,,2016-11-07T06:38:02,2016-11-07T17:32:14,0.25,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-08,29,15.1,21.4,27.9,15.1,21.2,11.5,56.8,0,0,0,,0,0,34.6,20.6,276.2,1013.8,0,0.8,198.1,17,7,,2016-11-08T06:38:47,2016-11-08T17:31:36,0.25,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-09,30,14,20.4,28.4,14,20.1,9.2,51.9,0,0,0,,0,0,29.5,14.7,273.6,1014.7,0,1,197.9,17,7,,2016-11-09T06:39:33,2016-11-09T17:31:01,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-10,31,14,21.5,29.1,14,21.2,9,48.7,0,0,0,,0,0,19.1,9.3,258.8,1014,0,0.9,195.2,17,7,,2016-11-10T06:40:20,2016-11-10T17:30:26,0.35,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-11,30,14,21.7,28.9,14,21.4,10.3,51.3,0,0,0,,0,0,20.5,12.8,121.4,1014.1,0,1,192.2,16.5,7,,2016-11-11T06:41:06,2016-11-11T17:29:54,0.39,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-12,29.5,15,21.7,28.5,15,21.5,11.6,55.9,0,0,0,,0,0,23.4,12.7,117,1015.3,2.5,1.2,188.4,16.2,7,,2016-11-12T06:41:53,2016-11-12T17:29:22,0.42,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-13,30,17,23,28.7,17,22.7,11.1,49.5,0,0,0,,0,0,17.6,11,133.7,1016.4,18.7,1.4,174.4,14.9,7,,2016-11-13T06:42:40,2016-11-13T17:28:52,0.46,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-14,29,16,22,27.8,16,21.8,11.7,55.1,0,0,0,,0,0,14.8,10.9,26.9,1016,1.5,1.5,144.6,12.6,6,,2016-11-14T06:43:27,2016-11-14T17:28:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-15,27.2,14,20.5,26.5,14,20.4,9.9,53.8,0,0,0,,0,0,20.5,12.8,314.8,1016.1,6.1,1.3,173.8,14.9,7,,2016-11-15T06:44:15,2016-11-15T17:27:57,0.52,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-16,27,13,19.2,26.4,13,19.1,8.9,54.6,0,0,0,,0,0,26.3,14.8,287.9,1017.6,0,1.2,185.7,16.1,7,,2016-11-16T06:45:03,2016-11-16T17:27:32,0.56,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-17,27,12,19.1,26.3,12,19.1,8.4,52.7,0,0,0,,0,0,35.6,20.2,274.6,1017.1,0,1,187.1,16.2,7,,2016-11-17T06:45:50,2016-11-17T17:27:08,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-18,27.1,12.1,19.2,26.5,12.1,19.1,8.7,53.2,0,0,0,,0,0,29.5,14.7,283.1,1015.3,0,1.3,183.9,16,7,,2016-11-18T06:46:38,2016-11-18T17:26:46,0.62,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-19,27.4,13.5,19.6,26.7,13.5,19.5,9.4,55,0,0,0,,0,0,22,9.4,225.7,1012.9,0,1.1,183.8,15.9,7,,2016-11-19T06:47:26,2016-11-19T17:26:25,0.66,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-20,29,14,20.4,27.7,14,20.2,9.5,53.1,0,0,0,,0,0,16.9,11,136.3,1013.7,0,1.1,181.8,15.7,7,,2016-11-20T06:48:15,2016-11-20T17:26:06,0.69,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-21,30,14.1,21.4,28.7,14.1,21.1,10.1,52.5,0,0,0,,0,0,19.4,9.4,304.7,1013.9,0,1.2,181.5,15.6,7,,2016-11-21T06:49:03,2016-11-21T17:25:48,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-22,30,13,20.9,28.6,13,20.6,9,50.6,0,0,0,,0,0,28.8,21.9,289.7,1012.9,0,1.9,179.8,15.5,7,,2016-11-22T06:49:51,2016-11-22T17:25:32,0.76,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-23,28,13,19.9,27.1,13,19.8,10.4,57,0,0,0,,0,0,28.4,16.5,277.1,1013,0,1.5,179.5,15.6,7,,2016-11-23T06:50:39,2016-11-23T17:25:18,0.79,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-24,28,13,19.5,26.9,13,19.4,8.8,53.5,0,0,0,,0,0,29.9,16.4,288.8,1015.3,0,1.6,177.4,15.4,7,,2016-11-24T06:51:27,2016-11-24T17:25:05,0.82,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-25,29,12,20.2,27.5,12,20,6.4,44,0,0,0,,0,0,38.9,22.2,284.1,1013.9,0.2,2.1,176.6,15.4,7,,2016-11-25T06:52:15,2016-11-25T17:24:54,0.86,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-26,30.1,16,21.5,28.3,16,21.2,7,41.1,0,0,0,,0,0,41.8,20.4,287.7,1013.3,0,2.7,176,15.4,7,,2016-11-26T06:53:02,2016-11-26T17:24:45,0.89,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-27,29,13,20.3,27.6,13,20.1,7.2,46.5,0,0,0,,0,0,35.6,18.4,278,1014.1,0.2,2.6,175.1,15.2,7,,2016-11-27T06:53:50,2016-11-27T17:24:37,0.92,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-28,28.1,12,19.7,27,12,19.5,6.2,43.9,0,0,0,,0,0,33.1,14.6,283.6,1013.4,0.1,2.6,175.4,15.2,7,,2016-11-28T06:54:37,2016-11-28T17:24:31,0.96,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD,42183099999"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-29,28,12.5,19.5,27,12.5,19.4,7.5,48.3,0,0,0,,0,0,17.3,7.7,295.9,1015.3,0.1,1.4,174,15.2,7,,2016-11-29T06:55:24,2016-11-29T17:24:27,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-11-30,25.5,12.1,18.4,25.5,12.1,18.4,14.4,78.3,0,0,0,,0,0,23,12.5,120.4,1016.5,4.9,0.7,169,14.5,6,,2016-11-30T06:56:11,2016-11-30T17:24:24,0.03,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-01,25.1,14.6,19,25.1,14.6,19,15.7,82.7,0,0,0,,0,0,21.2,7.6,132.7,1016.9,28.9,0.7,164.9,14.3,6,,2016-12-01T06:56:58,2016-12-01T17:24:23,0.06,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-02,23.1,12,16.9,23.1,12,16.9,14.9,88.8,0,0,0,,0,0,18.4,11.1,268.7,1018,33,0.5,168.7,14.6,6,,2016-12-02T06:57:44,2016-12-02T17:24:23,0.1,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-03,26.1,11,17.3,26.1,11,17.3,10.3,68,0,0,0,,0,0,20.2,11,279.9,1019.1,20.2,1.5,172.8,14.9,7,,2016-12-03T06:58:29,2016-12-03T17:24:26,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-04,26,10,17.5,26,10,17.5,8.2,59,0,0,0,,0,0,21.2,12.9,300.9,1019.9,0,1.5,170.7,14.8,7,,2016-12-04T06:59:15,2016-12-04T17:24:29,0.16,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-05,26,11,17.8,26,11,17.8,8.4,56.9,0,0,0,,0,0,23.4,14.6,279.8,1017.6,0,1.5,168.2,14.6,6,,2016-12-05T06:59:59,2016-12-05T17:24:35,0.2,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-06,26,11.9,17.6,26,11.9,17.6,11.3,70,0,0,0,,0,0,15.5,9.2,66,1018.1,0,1.1,166.9,14.3,6,,2016-12-06T07:00:43,2016-12-06T17:24:42,0.23,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-07,24,11,16.1,24,11,16.1,13.3,85.8,0,0,0,,0,0,18.7,9.2,64.2,1017.5,33.3,0.4,166.6,14.2,6,,2016-12-07T07:01:27,2016-12-07T17:24:50,0.25,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-08,24,10,16.3,24,10,16.3,12.1,78.8,0,0,0,,0,0,13.3,7.6,124.2,1016.2,0,0.8,166,14.3,6,,2016-12-08T07:02:10,2016-12-08T17:25:01,0.3,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-09,26.1,10,17.6,26.1,10,17.6,11.5,71.7,0,0,0,,0,0,13.3,9.4,224,1013.9,0,1.1,163.9,14.2,6,,2016-12-09T07:02:52,2016-12-09T17:25:12,0.34,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-10,23,12,16.2,23,12,16.2,13.1,83.3,0,0,0,,0,0,21.2,12.8,118.6,1013.9,0.1,0.8,159.9,13.9,6,,2016-12-10T07:03:33,2016-12-10T17:25:26,0.37,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-11,27,13,18.4,27.1,13,18.4,14,78.2,0,0,0,,0,0,16.6,12.8,124.8,1013.7,17.6,1.1,161.4,14,6,,2016-12-11T07:04:14,2016-12-11T17:25:41,0.41,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-12,27,13,18.8,26.4,13,18.8,10.9,65.7,0,0,0,,0,0,20.2,14.6,305.2,1014.3,0.1,1.4,163.3,14.1,6,,2016-12-12T07:04:54,2016-12-12T17:25:57,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-13,25.5,12,18.3,25.5,12,18.3,10.5,64.1,0,0,0,,0,0,23.4,11.1,307.6,1015,15,1.3,145,12.6,6,,2016-12-13T07:05:33,2016-12-13T17:26:15,0.47,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-14,23.1,11,16.4,23.1,11,16.4,10.9,73,0,0,0,,0,0,25.9,12.9,289.8,1017.2,0.2,1.3,162.5,14.1,6,,2016-12-14T07:06:11,2016-12-14T17:26:35,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-15,24,10,15.8,24,10,15.8,8.9,67.7,0,0,0,,0,0,33.5,16.7,270.8,1016.8,0,1.9,166.9,14.4,6,,2016-12-15T07:06:48,2016-12-15T17:26:56,0.54,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-16,23.1,8,15.5,23.1,8,15.5,7.9,64,0,0,0,,0,0,20.2,11.2,278,1018.4,0.4,1.6,165.3,14.2,6,,2016-12-16T07:07:25,2016-12-16T17:27:18,0.57,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-17,21.1,9,14.6,21.1,7.6,14.5,9.8,75.6,0,0,0,,0,0,22,12.8,279.7,1017.3,0.6,1.2,162.6,14.1,6,,2016-12-17T07:08:00,2016-12-17T17:27:42,0.61,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-18,22.1,8,14.5,22.1,8,14.5,8.7,71.5,0,0,0,,0,0,24.5,11.1,288,1018,0.2,1.1,168.1,14.4,6,,2016-12-18T07:08:34,2016-12-18T17:28:07,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-19,22.1,8,14.5,22.1,6.8,14.3,9.3,74,0,0,0,,0,0,29.9,15,279.5,1017.9,0,1.1,167.7,14.4,6,,2016-12-19T07:09:07,2016-12-19T17:28:33,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-20,24,8.8,15.4,24,7.3,15.2,9.2,69.7,0,0,0,,0,0,38.9,22,274.9,1016.2,0,1.3,168.6,14.5,6,,2016-12-20T07:09:39,2016-12-20T17:29:01,0.71,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-21,25,9.1,16.3,25,7.7,16.2,8.3,63.5,0,0,0,,0,0,35.6,20.3,278.3,1015.9,0,1.8,170.2,14.7,7,,2016-12-21T07:10:10,2016-12-21T17:29:31,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-22,24,9,15.7,24,8,15.6,7.9,62.1,0,0,0,,0,0,23,14.8,281,1016.3,0,1.7,166.9,14.5,6,,2016-12-22T07:10:39,2016-12-22T17:30:01,0.77,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-23,24.1,9,15.3,24.1,9,15.3,10.8,77,0,0,0,,0,0,15.8,9.4,286.6,1014.3,0,0.8,166.3,14.5,6,,2016-12-23T07:11:08,2016-12-23T17:30:33,0.8,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-24,24.1,9.9,16.2,24.1,9.9,16.2,11.4,75.7,0,0,0,,0,0,25.6,14.7,120.3,1011.7,0,0.7,162.9,14,6,,2016-12-24T07:11:35,2016-12-24T17:31:06,0.84,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-25,16,13,14.4,16,13,14.4,12.7,89.7,0,0,0,,0,0,26.3,14.8,242.7,1013.9,26.8,0.8,156.3,13.5,6,,2016-12-25T07:12:01,2016-12-25T17:31:40,0.87,Partially cloudy,Becoming cloudy in the afternoon.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-26,22,10,14.6,22,10,14.6,10.7,80.7,0,0,0,,0,0,27,16.5,285.1,1017.2,37.2,0.9,164.2,14.2,6,,2016-12-26T07:12:25,2016-12-26T17:32:15,0.9,Partially cloudy,Clearing in the afternoon.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-27,23,7.1,14.4,23,7.1,14.3,8.6,72.5,0,0,0,,0,0,26.6,14.8,287.3,1017.4,17,0.9,166.7,14.5,6,,2016-12-27T07:12:48,2016-12-27T17:32:51,0.93,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-28,24.1,9.7,15.6,24.1,9.7,15.6,8.4,67,0,0,0,,0,0,20.2,11.2,280.3,1016.1,8.8,1.1,162.4,14.1,6,,2016-12-28T07:13:10,2016-12-28T17:33:28,0.97,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-29,21.8,10,14.9,21.8,10,14.9,10.7,77.9,0,0,0,,0,0,23,16.4,118.4,1016.9,3.1,0.9,159.7,13.8,6,,2016-12-29T07:13:31,2016-12-29T17:34:07,0,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-30,18.9,11,13.4,18.9,11,13.4,10.9,85.8,0,0,0,,0,0,28.1,19,119.7,1017.6,18,0.6,162,13.9,6,,2016-12-30T07:13:49,2016-12-30T17:34:46,0.03,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
"INDIRA GANDHI INTERNATIONAL, IN",2016-12-31,21,9,13.7,21,7.6,13.6,10.9,84.8,0,0,0,,0,0,28.8,12.9,119.2,1016.4,17.7,0.7,157.6,13.7,6,,2016-12-31T07:14:07,2016-12-31T17:35:26,0.07,Clear,Clear conditions throughout the day.,fog,"42182099999,VIDP,42139099999,42181099999,VIDD"
